Order of operation,Sf category,Tag category,Tag,Override view value,Conditional tag category,Conditional tag,Override value
96920,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vendor_name,Y,Entity_experimental_src,_Entity_experimental_src.Production_method,obtained from a vendor
96930,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_name_common,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
96940,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_variant,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
96950,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_cell_line,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
96960,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_ATCC_number,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
96970,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vector_details,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
96980,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_scientific_name,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
96990,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_strain,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
97000,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vector_type,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
97010,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vector_name,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
97020,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vendor_name,H,Entity_experimental_src,_Entity_experimental_src.Production_method,(chemical synthesis)|(purified from the natural source)|(enzymatic semisynthesis)|(reverse transcriptase)|(obtained from a vendor)
97030,assembly,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97040,sample,Sample,_Sample.Aggregate_sample_number,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97042,sample,Sample,_Sample.Solvent_system,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97044,sample,Sample,_Sample.Solvent_system,Y,Entry_interview,_Entry_interview.BMRB_deposition,yes
97050,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97060,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Both_ensemble_and_rep_conformer,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97070,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97080,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Details,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97090,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Conformer_calculated_total_num,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97100,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Conformer_submitted_total_num,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97110,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Conformer_selection_criteria,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97120,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Representative_conformer,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97130,conformer_statistics,Conformer_stat_list,_Conformer_stat_list.Rep_conformer_selection_criteria,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97140,conformer_statistics,Conformer_stat_list_ens,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97150,conformer_statistics,Conformer_stat_list_rep,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97160,conformer_statistics,Conf_stats_software,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97170,conformer_family_coord_set,Conformer_family_coord_set,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97180,conformer_family_coord_set,Conformer_family_software,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97190,NMR_spectrometer_expt,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97200,experiment_list,Experiment,_Experiment.Raw_data_flag,H,Entry_interview,_Entry_interview.PDB_deposition,yes
97220,deposited_data_files,Deposited_data_files,_Deposited_data_files.Atomic_coordinate_file_name,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97230,deposited_data_files,Deposited_data_files,_Deposited_data_files.Atomic_coordinate_file_syntax,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97235,deposited_data_files,Deposited_data_files,_Deposited_data_files.Constraint_file_name,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
97240,chem_comp,Chem_comp,_Chem_comp.Image_file_name,Y,Upload_data,_Upload_data.Data_file_Sf_category,Image
97250,chem_comp,Chem_comp,_Chem_comp.Image_file_format,Y,Upload_data,_Upload_data.Data_file_Sf_category,Image
97252,assigned_chemical_shifts,*,*,H,Entry_interview,_Entry_interview.Assigned_chem_shifts,no
97253,spectral_peak_list,*,*,H,Entry_interview,_Entry_interview.Spectral_peak_lists,no
97254,coupling_constants,*,*,H,Entry_interview,_Entry_interview.Coupling_constants,no
97255,chem_shift_anisotropy,*,*,H,Entry_interview,_Entry_interview.Chem_shift_anisotropy,no
97256,RDCs,*,*,H,Entry_interview,_Entry_interview.Residual_dipolar_couplings,no
97257,auto_relaxation,*,*,H,Entry_interview,_Entry_interview.Auto_relaxation,no
97258,tensor,*,*,H,Entry_interview,_Entry_interview.Tensor,no
97259,interatomic_distance,*,*,H,Entry_interview,_Entry_interview.Interatomic_distance,no
97260,homonucl_NOEs,*,*,H,Entry_interview,_Entry_interview.Homonucl_NOEs,no
97261,heteronucl_NOEs,*,*,H,Entry_interview,_Entry_interview.Heteronucl_NOEs,no
97262,heteronucl_T1_relaxation,*,*,H,Entry_interview,_Entry_interview.Heteronucl_T1_relaxation,no
97263,heteronucl_T2_relaxation,*,*,H,Entry_interview,_Entry_interview.Heteronucl_T2_relaxation,no
97264,heteronucl_T1rho_relaxation,*,*,H,Entry_interview,_Entry_interview.Heteronucl_T1rho_relaxation,no
97265,order_parameters,*,*,H,Entry_interview,_Entry_interview.Order_parameters,no
97266,dipole_dipole_relaxation,*,*,H,Entry_interview,_Entry_interview.Dipole_dipole_relaxation,no
97267,dipole_dipole_cross_correlations,*,*,H,Entry_interview,_Entry_interview.DD_cross_correlation,no
97268,dipole_CSA_cross_correlations,*,*,H,Entry_interview,_Entry_interview.Dipole_CSA_cross_correlation,no
97269,H_exch_rates,*,*,H,Entry_interview,_Entry_interview.H_exchange_rate,no
97270,H_exch_protection_factors,*,*,H,Entry_interview,_Entry_interview.H_exchange_protection_factors,no
97271,theoretical_chem_shifts,*,*,H,Entry_interview,_Entry_interview.Theoretical_chem_shifts,no
97272,chem_shifts_calc_type,*,*,H,Entry_interview,_Entry_interview.Theoretical_chem_shifts,no
97273,binding_data,*,*,H,Entry_interview,_Entry_interview.Binding_constants,no
97274,chemical_rates,*,*,H,Entry_interview,_Entry_interview.Chem_rate_constants,no
97275,pH_titration,*,*,H,Entry_interview,_Entry_interview.PKa_value_data_set,no
97276,pH_param_list,*,*,H,Entry_interview,_Entry_interview.PKa_value_data_set,no
97277,D_H_fractionation_factors,*,*,H,Entry_interview,_Entry_interview.D_H_fractionation_factors,no
97278,spectral_density_values,*,*,H,Entry_interview,_Entry_interview.Spectral_density_values,no
97281,other_data_types,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no
97285,experiment_list,Experiment_file,*,H,Experiment,_Experiment.Raw_data_flag,no
97290,experiment_list,Experiment_file,*,O,Experiment,_Experiment.Raw_data_flag,yes
10000,theoretical_coupling_constants,*,*,H,Entry_interview,_Entry_interview.Theoretical_coupling_constants,no
10001,theoretical_heteronucl_NOEs,*,*,H,Entry_interview,_Entry_interview.Theoretical_heteronucl_NOEs,no
10002,theoretical_heteronucl_T1_relaxation,*,*,H,Entry_interview,_Entry_interview.Theoretical_T1_relaxation,no
10003,theoretical_heteronucl_T2_relaxation,*,*,H,Entry_interview,_Entry_interview.Theoretical_T2_relaxation,no
10004,theoretical_auto_relaxation,*,*,H,Entry_interview,_Entry_interview.Theoretical_auto_relaxation,no
10005,theoretical_dipole_dipole_cross_correlations,*,*,H,Entry_interview,_Entry_interview.Theoretical_DD_cross_correlation,no
10006,binding_param_list,*,*,H,Entry_interview,_Entry_interview.Binding_constants,no
10007,deduced_secd_struct_features,*,*,H,Entry_interview,_Entry_interview.Secondary_structure_orientations,no
10008,deduced_hydrogen_bonds,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10009,conformer_statistics,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10010,conformer_family_coord_set,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10011,constraint_statistics,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10012,SAXS_constraints,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10013,MS_MZ_data,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10014,dipolar_couplings,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
10015,chem_shift_perturbation,*,*,H,Entry_interview,_Entry_interview.Chem_shift_perturbation,no
10016,chem_shift_isotope_effect,*,*,H,Entry_interview,_Entry_interview.Other_kind_of_data,no|yes
20000,deposited_data_files,Upload_data,_Upload_data.Data_file_ID,Y,Entry_interview,_Entry_interview.BMRB_deposition,yes
TBL_END,,,,,,,?
