dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfLabelFlg,sfCategoryFlg,sfFramecodeFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example
9920,chem_comp,N,R,3,assembly_supercategory,50,Chemical compound information <BR>(ligands$ cofactors$ metal ions$ non-standard<BR> residues$ etc.),,_Chem_comp.Processing_site,Y,HHHHH,Y,Y,Processing site,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,ChemComp,ProcessingSite,Chem_comp,Processing_site,N,3110,Y,OOOOOO,OOOOOO,?,11358,1,,N,?,0,?,Y,N,?,?,?,?
9930,chem_comp,N,R,3,assembly_supercategory,50,Chemical compound information <BR>(ligands$ cofactors$ metal ions$ non-standard<BR> residues$ etc.),,_Chem_comp.Vendor,Y,HHHHH,Y,,Vendor,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,ChemComp,Vendor,Chem_comp,Vendor,N,3120,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
9940,chem_comp,N,R,3,assembly_supercategory,50,Chemical compound information <BR>(ligands$ cofactors$ metal ions$ non-standard<BR> residues$ etc.),,_Chem_comp.Vendor_product_code,Y,HHHHH,N,,Vendor product code,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,ChemComp,VendorProductCode,Chem_comp,Vendor_product_code,N,3130,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
9950,chem_comp,N,R,3,assembly_supercategory,50,Chemical compound information <BR>(ligands$ cofactors$ metal ions$ non-standard<BR> residues$ etc.),,_Chem_comp.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,ChemComp,Details,Chem_comp,Details,N,3140,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
9960,chem_comp,N,R,3,assembly_supercategory,50,Chemical compound information <BR>(ligands$ cofactors$ metal ions$ non-standard<BR> residues$ etc.),,_Chem_comp.DB_query_date,N,HHHHH,N,,DB query date,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,ChemComp,DBQueryDate,Chem_comp,DB_query_date,N,3150,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
9970,chem_comp,N,R,3,assembly_supercategory,50,Chemical compound information <BR>(ligands$ cofactors$ metal ions$ non-standard<BR> residues$ etc.),,_Chem_comp.DB_last_query_revised_last_date,N,HHHHH,N,,DB last query revised last date,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,ChemComp,DBLastQueryRevisedLastDate,Chem_comp,DB_last_query_revised_last_date,N,3160,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
9980,chem_comp,N,T6,3,assembly_supercategory,50,Compound synonyms(s),2,_Chem_comp_common_name.Name,Y,HHHHH,N,,Name,1,VARCHAR(1024),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,ChemCompCommonName,Name,Chem_comp_common_name,Name,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
9990,chem_comp,N,T6,3,assembly_supercategory,50,Compound synonyms(s),2,_Chem_comp_common_name.Type,Y,HHHHH,Y,,Type,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,ChemCompCommonName,Type,Chem_comp_common_name,Type,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10000,chem_comp,N,T6,3,assembly_supercategory,50,Compound synonyms(s),2,_Chem_comp_common_name.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,ChemCompCommonName,SfID,Chem_comp_common_name,Sf_ID,Y,30,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10010,chem_comp,N,T6,3,assembly_supercategory,50,Compound synonyms(s),2,_Chem_comp_common_name.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,ChemCompCommonName,EntryID,Chem_comp_common_name,Entry_ID,Y,40,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10020,chem_comp,N,T6,3,assembly_supercategory,50,Compound synonyms(s),2,_Chem_comp_common_name.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,ChemCompCommonName,CompID,Chem_comp_common_name,Comp_ID,Y,50,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10030,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Descriptor,Y,HHHHH,N,,Descriptor,0,VARCHAR(1024),text,NOT NULL,,N,?,?,N,N,N,N,,,,,,ChemCompDescriptor,Descriptor,Chem_comp_descriptor,Descriptor,Y,10,Y,OOOOOO,OOOOOO,?,11301,?,,N,?,0,?,Y,N,?,?,?,?
10040,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Type,Y,HHHHH,Y,N,Type,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,ChemCompDescriptor,Type,Chem_comp_descriptor,Type,Y,20,Y,OOOOOO,OOOOOO,?,11305,?,,N,?,0,?,Y,N,?,?,?,?
10050,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Program,Y,HHHHH,Y,N,Program,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,ChemCompDescriptor,Program,Chem_comp_descriptor,Program,Y,30,Y,OOOOOO,OOOOOO,?,11303,?,,N,?,0,?,Y,N,?,?,?,?
10060,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Program_version,Y,HHHHH,N,,Program version,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,ChemCompDescriptor,ProgramVersion,Chem_comp_descriptor,Program_version,Y,40,Y,OOOOOO,OOOOOO,?,11304,?,,N,?,0,?,Y,N,?,?,?,?
10070,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,ChemCompDescriptor,SfID,Chem_comp_descriptor,Sf_ID,Y,50,Y,IOIOIO,OOOOOO,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10080,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,ChemCompDescriptor,EntryID,Chem_comp_descriptor,Entry_ID,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10090,chem_comp,N,T6,3,assembly_supercategory,50,Compound descriptor,,_Chem_comp_descriptor.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,ChemCompDescriptor,CompID,Chem_comp_descriptor,Comp_ID,Y,70,Y,OOOOOO,OOOOOO,?,11300,?,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10100,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Identifier,Y,HHHHH,N,,Identifier,0,VARCHAR(1024),text,NOT NULL,,N,?,?,N,N,N,N,,,,,,ChemCompIdentifier,Identifier,Chem_comp_identifier,Identifier,Y,10,Y,OOOOOO,OOOOOO,?,11311,?,,N,?,0,?,Y,N,?,?,?,?
10110,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Type,Y,HHHHH,Y,N,Type,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,ChemCompIdentifier,Type,Chem_comp_identifier,Type,Y,20,Y,OOOOOO,OOOOOO,?,11315,?,,N,?,0,?,Y,N,?,?,?,?
10120,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Program,Y,HHHHH,Y,N,Program,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,ChemCompIdentifier,Program,Chem_comp_identifier,Program,Y,30,Y,OOOOOO,OOOOOO,?,11313,?,,N,?,0,?,Y,N,?,?,?,?
10130,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Program_version,Y,HHHHH,N,,Program version,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,ChemCompIdentifier,ProgramVersion,Chem_comp_identifier,Program_version,Y,40,Y,OOOOOO,OOOOOO,?,11314,?,,N,?,0,?,Y,N,?,?,?,?
10140,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,ChemCompIdentifier,SfID,Chem_comp_identifier,Sf_ID,Y,50,Y,IOIOIO,OOOOOO,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10150,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,ChemCompIdentifier,EntryID,Chem_comp_identifier,Entry_ID,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10160,chem_comp,N,T6,3,assembly_supercategory,50,Compound identifier,,_Chem_comp_identifier.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,ChemCompIdentifier,CompID,Chem_comp_identifier,Comp_ID,Y,70,Y,OOOOOO,OOOOOO,?,11310,?,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10170,chem_comp,N,T6,3,assembly_supercategory,50,Compound systematic name(s),2,_Chem_comp_systematic_name.Name,Y,HNHHH,N,,Name,1,VARCHAR(1024),line,NOT NULL,,N,Y,?,N,N,N,N,,,,,,ChemCompSystematicName,Name,Chem_comp_systematic_name,Name,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10180,chem_comp,N,T6,3,assembly_supercategory,50,Compound systematic name(s),2,_Chem_comp_systematic_name.Naming_system,Y,HNHHH,Y,N,Naming system,1,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,ChemCompSystematicName,NamingSystem,Chem_comp_systematic_name,Naming_system,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10190,chem_comp,N,T6,3,assembly_supercategory,50,Compound systematic name(s),2,_Chem_comp_systematic_name.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,ChemCompSystematicName,SfID,Chem_comp_systematic_name,Sf_ID,Y,30,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10200,chem_comp,N,T6,3,assembly_supercategory,50,Compound systematic name(s),2,_Chem_comp_systematic_name.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,ChemCompSystematicName,EntryID,Chem_comp_systematic_name,Entry_ID,Y,40,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10210,chem_comp,N,T6,3,assembly_supercategory,50,Compound systematic name(s),2,_Chem_comp_systematic_name.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,ChemCompSystematicName,CompID,Chem_comp_systematic_name,Comp_ID,Y,50,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10220,chem_comp,N,T6,3,assembly_supercategory,50,Compound SMILES string(s),2,_Chem_comp_SMILES.Type,Y,HNHHH,N,,Type,1,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,ChemCompSMILES,Type,Chem_comp_SMILES,Type,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10230,chem_comp,N,T6,3,assembly_supercategory,50,Compound SMILES string(s),2,_Chem_comp_SMILES.String,Y,HNHHH,N,,String,2,VARCHAR(1024),text,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,ChemCompSMILES,String,Chem_comp_SMILES,String,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10240,chem_comp,N,T6,3,assembly_supercategory,50,Compound SMILES string(s),2,_Chem_comp_SMILES.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,ChemCompSMILES,SfID,Chem_comp_SMILES,Sf_ID,Y,30,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10250,chem_comp,N,T6,3,assembly_supercategory,50,Compound SMILES string(s),2,_Chem_comp_SMILES.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,ChemCompSMILES,EntryID,Chem_comp_SMILES,Entry_ID,Y,40,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10260,chem_comp,N,T6,3,assembly_supercategory,50,Compound SMILES string(s),2,_Chem_comp_SMILES.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,ChemCompSMILES,CompID,Chem_comp_SMILES,Comp_ID,Y,50,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10270,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound keyword,2,_Chem_comp_keyword.Keyword,Y,HHHHH,N,,Keyword,1,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,ChemCompKeyword,Keyword,Chem_comp_keyword,Keyword,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10280,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound keyword,2,_Chem_comp_keyword.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,ChemCompKeyword,SfID,Chem_comp_keyword,Sf_ID,Y,20,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10290,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound keyword,2,_Chem_comp_keyword.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,ChemCompKeyword,EntryID,Chem_comp_keyword,Entry_ID,Y,30,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10300,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound keyword,2,_Chem_comp_keyword.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,ChemCompKeyword,CompID,Chem_comp_keyword,Comp_ID,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10310,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound feature,,_PDBx_chem_comp_feature.Type,Y,HHHHH,N,,Type,0,VARCHAR(255),line,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,PDBxChemCompFeature,Type,PDBx_chem_comp_feature,Type,Y,10,Y,OOOOOO,OOOOOO,?,11340,1,,N,?,0,?,Y,N,?,?,?,?
10320,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound feature,,_PDBx_chem_comp_feature.Value,Y,HHHHH,N,,Value,0,TEXT,text,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,PDBxChemCompFeature,Value,PDBx_chem_comp_feature,Value,Y,20,Y,OOOOOO,OOOOOO,?,11341,1,,N,?,0,?,Y,N,?,?,?,?
10330,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound feature,,_PDBx_chem_comp_feature.Source,Y,HHHHH,N,,Source,0,VARCHAR(255),line,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,PDBxChemCompFeature,Source,PDBx_chem_comp_feature,Source,Y,30,Y,OOOOOO,OOOOOO,?,11342,1,,N,?,0,?,Y,N,?,?,?,?
10340,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound feature,,_PDBx_chem_comp_feature.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,PDBxChemCompFeature,SfID,PDBx_chem_comp_feature,Sf_ID,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10350,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound feature,,_PDBx_chem_comp_feature.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,PDBxChemCompFeature,EntryID,PDBx_chem_comp_feature,Entry_ID,Y,50,Y,OOOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Chem_comp,Entry_ID,?
10360,chem_comp,N,T6,3,assembly_supercategory,50,Chemical compound feature,,_PDBx_chem_comp_feature.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,PDBxChemCompFeature,CompID,PDBx_chem_comp_feature,Comp_ID,Y,60,Y,OOOOOO,OOOOOO,?,11343,1,,N,?,5,?,Y,N,10,Chem_comp,ID,?
10370,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,Characteristic,CharacteristicID,Characteristic,ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,6,?,Y,N,?,?,?,?
10380,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Name,Y,HHHHH,N,,Name,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Characteristic,Name,Characteristic,Name,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10390,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Atom_ID,Y,HHHHH,N,,Atom ID,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,Characteristic,AtomID,Characteristic,Atom_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,1,Chem_comp_atom,Atom_ID,?
10400,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Chemical_group,Y,HHHHH,N,,Chemical group,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,Characteristic,ChemicalGroup,Characteristic,Chemical_group,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10410,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Val,Y,HHHHH,N,,Val,0,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,Characteristic,Val,Characteristic,Val,Y,50,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10420,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Val_err,Y,HHHHH,N,,Val err,0,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,Characteristic,ValErr,Characteristic,Val_err,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10430,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Source,Y,HHHHH,N,,Source,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Characteristic,Source,Characteristic,Source,Y,70,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10440,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Citation_ID,Y,HHHHH,N,,Citation ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Citation,ID,,Characteristic,CitationID,Characteristic,Citation_ID,Y,80,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Citation,ID,?
10450,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Citation_label,Y,HHHHH,N,,Citation label,0,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,Characteristic,CitationLabel,Characteristic,Citation_label,Y,90,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
10460,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Chem_comp,Sf_ID,,Characteristic,SfID,Characteristic,Sf_ID,Y,100,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Chem_comp,Sf_ID,?
10470,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Chem_comp,Entry_ID,,Characteristic,EntryID,Characteristic,Entry_ID,Y,110,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,2;10,Citation;Chem_comp,Entry_ID;Entry_ID,?
10480,chem_comp,N,T6,3,assembly_supercategory,50,Chemical characteristics,3,_Characteristic.Comp_ID,Y,HHHHH,N,,Comp ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Chem_comp,ID,,Characteristic,CompID,Characteristic,Comp_ID,Y,120,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,1;10,Chem_comp_atom;Chem_comp,Comp_ID;ID,?
10490,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Atom_ID,Y,HHHHH,N,,Atom ID,0,CHAR(12),atcode,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,ChemCompAtom,AtomID,Chem_comp_atom,Atom_ID,Y,10,Y,OMMMMM,MMMMMM,?,10026,7,,N,?,0,?,Y,N,?,?,?,?
10500,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.PDB_atom_ID,Y,HHHHH,N,,PDB atom ID,0,CHAR(12),atcode,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,PDBAtomID,Chem_comp_atom,PDB_atom_ID,Y,20,Y,OOOOOO,OOOOOO,?,10026,7,,N,?,0,?,Y,N,?,?,?,?
10510,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Alt_atom_ID,Y,HHHHH,N,,Alt atom ID,0,CHAR(12),atcode,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,AltAtomID,Chem_comp_atom,Alt_atom_ID,Y,30,Y,OOOOOO,OOOOOO,?,11323,7,,N,?,0,?,Y,N,?,?,?,?
10520,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Auth_atom_ID,Y,HHHHH,N,,Auth atom ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,AuthAtomID,Chem_comp_atom,Auth_atom_ID,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10530,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Type_symbol,Y,HHHHH,N,,Type symbol,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,TypeSymbol,Chem_comp_atom,Type_symbol,Y,50,Y,OMMMMM,MMMMMM,?,10027,7,,N,?,0,?,Y,N,?,?,?,?
10540,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Isotope_number,Y,HHHHH,N,,Isotope number,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,IsotopeNumber,Chem_comp_atom,Isotope_number,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
10550,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Stereo_config,Y,HHHHH,Y,Y,Stereo config,0,VARCHAR(15),ucode,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,StereoConfig,Chem_comp_atom,Stereo_config,Y,70,Y,OMMMMM,MMMMMM,?,11320,7,,N,?,0,?,Y,N,?,?,?,?
10560,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Charge,Y,HHHHH,N,,Charge,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,Charge,Chem_comp_atom,Charge,Y,80,Y,OMMMMM,MMMMMM,?,10028,7,,N,?,0,?,Y,N,?,?,?,?
10570,chem_comp,N,T6,3,assembly_supercategory,50,Chem comp atom,,_Chem_comp_atom.Partial_charge,Y,HHHHH,N,,Partial charge,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,ChemCompAtom,PartialCharge,Chem_comp_atom,Partial_charge,Y,90,Y,OOOOOO,OOOOOO,?,11324,7,,N,?,0,?,Y,N,?,?,?,?
