Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,internal,sg/public,sg/internal,usr/public,Overide publiM,Overide internal,Overide meta,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,pdbx equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type
11040,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Entity_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Entity ID 2,CHAR(12),NOT NULL,,CouplingConstant,EntityID2,N,N,,,,Entity,ID,,,,Y,140,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,Y,_Entity.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Entity_ID_2,?,?,?,?,N,N,code
11050,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Comp_index_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Comp index ID 2,CHAR(12),NOT NULL,,CouplingConstant,CompIndexID2,N,N,,,,Entity_comp_index,ID,,,,Y,150,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,N,?,Y,_Entity_comp_index.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Comp_index_ID_2,?,?,?,?,N,N,line
11060,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Seq_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Seq ID 2,INTEGER,NOT NULL,,CouplingConstant,SeqID2,N,N,,,,Entity_poly_seq,Num,,,,Y,160,,,,,,0,?,n/a,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,N,?,Y,_Entity_poly_seq.Num,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Seq_ID_2,?,?,?,?,N,N,int
11070,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Comp_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Comp ID 2,CHAR(12),NOT NULL,,CouplingConstant,CompID2,N,N,,,,Chem_comp,ID,,,,Y,170,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,N,_Chem_comp.ID,Y,_Chem_comp.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Comp_ID_2,?,?,?,?,N,N,code
11080,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Atom_ID_2,,X,,,,N,H,H,H,H,H,N,,,,,,Atom ID 2,CHAR(12),NOT NULL,,CouplingConstant,AtomID2,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,180,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,N,_Chem_comp_atom.Atom_ID,Y,_Chem_comp_atom.Atom_ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Atom_ID_2,?,?,?,?,N,N,code
11090,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Atom_type_2,,X,,,,N,H,H,H,H,H,N,,,,,,Atom type 2,VARCHAR(15),NOT NULL,,CouplingConstant,AtomType2,N,N,,,,,,,,,Y,190,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Atom_type_2,?,?,?,?,N,N,name
11100,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Ambiguity_code_2,,X,,,,N,H,H,H,H,H,N,,,,,,Ambiguity code 2,VARCHAR(127),,,CouplingConstant,AmbiguityCode2,N,N,,,,,,,,,Y,200,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Coupling_constant,Ambiguity_code_2,?,?,?,?,N,N,line
11110,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Val,,X,,,,N,H,H,H,H,H,N,,,,,,Val,FLOAT,,,CouplingConstant,Val,N,N,,,,,,,,,Y,210,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Val,?,Y,?,?,N,N,code
11120,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Min_val,,X,,,,N,H,H,H,H,H,N,,,,,,Min val,FLOAT,,,CouplingConstant,MinVal,N,N,,,,,,,,,Y,220,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Coupling_constant,Min_val,?,?,?,?,N,N,int
11130,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Max_val,,X,,,,N,H,H,H,H,H,N,,,,,,Max val,FLOAT,,,CouplingConstant,MaxVal,N,N,,,,,,,,,Y,230,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Coupling_constant,Max_val,?,?,?,?,N,N,code
11140,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Val_err,,X,,,,N,H,H,H,H,H,N,,,,,,Val err,FLOAT,,,CouplingConstant,ValErr,N,N,,,,,,,,,Y,240,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Coupling_constant,Val_err,?,?,?,?,N,N,text
11150,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Derivation_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Derivation ID,INTEGER,,,CouplingConstant,DerivationID,N,N,,,,,,,,,Y,250,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,I,O,O,O,O,O,O,O,O,O,?,0,Coupling_constant,Derivation_ID,?,?,?,?,N,N,code
11160,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Sf_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,CouplingConstant,SfID,N,Y,,Y,,Coupling_constant_list,Sf_ID,,,,Y,260,,,,,,4,?,n/a,Pointer to '_Coupling_constant_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Coupling_constant_list.Sf_ID,?,_Coupling_constant_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Coupling_constant,Sf_ID,?,?,?,?,N,N,line
11170,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Entry_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,CouplingConstant,EntryID,N,N,,,,Entry,ID,,,,Y,270,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Entry_ID,?,?,?,?,N,N,code
11180,coupling_constants,N,T6,5,NMR_parameters,172,Coupling constant,_Coupling_constant.Coupling_constant_list_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Coupling constant list ID,CHAR(12),NOT NULL,,CouplingConstant,CouplingConstantListID,N,N,,,,,,,,,Y,280,,,,,,5,?,n/a,Pointer to _Coupling_constant_list.ID,?,?,Y,Y,N,N,N,Y,_Coupling_constant_list.ID,?,_Coupling_constants.ID,R,R,I,R,R,R,R,R,R,R,R,R,?,0,Coupling_constant,Coupling_constant_list_ID,?,?,?,?,N,N,line
11190,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,SpectralPeakList,SfCategory,N,N,,,,,,,,,N,3320,,,,,,1,?,n/a,Category definition for the information content of the saveframe,?,?,Y,Y,N,Y,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,Sf_category,?,?,?,?,Y,N,float
11200,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sf_framecode,,X,,,,Y,Y,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,SpectralPeakList,SfFramecode,N,N,,,,,,,,,N,3330,,,,,,2,?,Spectral peak list label,A descriptive label that uniquely identifies this list of spectral peaks.,?,?,Y,Y,Y,N,N,N,?,?,?,R,R,R,I,I,I,I,I,I,I,I,I,peak_list_1,1,Spectral_peak_list,Sf_framecode,?,?,?,?,Y,N,float
11210,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralPeakList,EntryID,N,N,,,,Entry,ID,,,,N,3340,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,Entry_ID,Y,?,?,?,Y,N,float
11220,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralPeakList,SfID,N,Y,Y,Y,,,,,,,N,3350,,,,,,4,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Spectral_peak_list,Sf_ID,?,?,?,?,Y,N,float
11230,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,SpectralPeakList,SpectralPeakListID,N,N,Y,,,,,,,,N,3360,,,,,,5,?,n/a,Spectral peak list ID,?,?,Y,Y,N,N,N,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,ID,Y,?,?,?,Y,N,float
11240,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Details,,O,,,,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,SpectralPeakList,Details,N,N,,,,,,,,,N,3370,,,,,,0,?,Details,Text describing the reported list of spectral peaks.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Spectral_peak_list,Details,?,?,?,?,Y,N,float
11250,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sample_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Sample ID,CHAR(12),NOT NULL,,SpectralPeakList,SampleID,N,N,,,,Sample,ID,,,,N,3380,,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,N,_Sample.ID,?,_Sample.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,Sample_ID,?,?,?,?,Y,N,text
11260,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sample_label,,X,,,,Y,Y,H,H,H,H,N,,sample,_Sample.Sf_framecode,,,Sample label,VARCHAR(127),NOT NULL,,SpectralPeakList,SampleLabel,N,N,,,,,,,,,N,3390,,8,,,,0,?,Sample label,Pointer to a saveframe of the category 'sample',?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,1,Spectral_peak_list,Sample_label,?,?,?,?,Y,N,line
11270,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sample_condition_list_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,Sample condition list ID,CHAR(12),NOT NULL,,SpectralPeakList,SampleConditionListID,N,N,,,,Sample_condition_list,ID,,,,N,3400,,,,,,7,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',?,?,Y,Y,N,N,N,N,_Sample_condition_list.ID,?,_Sample_condition_list.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,Sample_condition_list_ID,?,?,?,?,Y,N,name
11280,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Sample_condition_list_label,,X,,,,Y,Y,Y,Y,Y,Y,N,,sample_conditions,_Sample_condition_list.Sf_framecode,,,Sample condition list label,VARCHAR(127),NOT NULL,,SpectralPeakList,SampleConditionListLabel,N,N,,,,,,,,,N,3410,,9,,,,0,?,Sample conditions label,The label for the set of experimental sample conditions used to collect the NMR spectrum from which the peak list originated.,?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,1,Spectral_peak_list,Sample_condition_list_label,?,?,?,?,Y,N,text
11290,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.NMR_spec_expt_ID,,MC,,,,Y,H,H,H,H,H,N,,,,,,NMR spec expt ID,CHAR(12),NOT NULL,,SpectralPeakList,NMRSpecExptID,N,N,,,,NMR_spec_expt,ID,,,,N,3420,,,,,,7,?,Experiment ID,Pointer to '_NMR_spec_expt.ID',?,?,Y,Y,N,N,N,N,_NMR_spec_expt.ID,?,_NMR_spec_expt.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,NMR_spec_expt_ID,?,?,?,?,Y,N,code
11300,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.NMR_spec_expt_label,,X,,,,Y,N,H,H,H,H,N,,,,,,NMR spec expt label,VARCHAR(127),NOT NULL,,SpectralPeakList,NMRSpecExptLabel,N,N,,,,,,,,,N,3430,,10,,,,0,?,Experiment label,Pointer to a saveframe of the category 'NMR_spectrometer_expt',?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,1,Spectral_peak_list,NMR_spec_expt_label,?,?,?,?,Y,N,line
11310,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Number_of_spectral_dimensions,,MC,,,,Y,H,Y,Y,Y,Y,N,,,,,,Number of spectral dimensions,VARCHAR(127),NOT NULL,,SpectralPeakList,NumberOfSpectralDimensions,N,N,,,,,,,,,N,3440,,,,,,0,?,Number of spectral dimensions,?,?,?,Y,Y,N,N,N,N,_Entity_poly_seq.Num,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_list,Number_of_spectral_dimensions,?,?,?,?,Y,N,code
11320,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Data_file_name,,,,,,Y,Y,H,H,H,H,N,,Upload data,_Upload_data.Data_file_name,,,Data file name,VARCHAR(127),,,SpectralPeakList,DataFileName,N,N,,,,,,,,,N,3450,,19,,,,0,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this saveframe.,?,?,Y,Y,N,N,N,N,?,?,?,I,R,R,I,R,R,I,R,R,O,O,O,?,1,Spectral_peak_list,Data_file_name,?,?,?,?,Y,N,line
11330,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Text_data_format,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Text data format,VARCHAR(31),,,SpectralPeakList,TextDataFormat,N,N,,,,,,,,,N,3460,,,,,,0,?,Text data format,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_peak_list,Text_data_format,?,?,?,?,Y,N,int
11340,spectral_peak_list,N,R,5,NMR_parameters,174,Spectral peak list,_Spectral_peak_list.Text_data,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Text data,TEXT,,,SpectralPeakList,TextData,N,N,,,,,,,,,N,3470,,,,,,0,?,Text data,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_peak_list,Text_data,?,?,?,?,N,N,code
11350,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Software_ID,,SC,,,,Y,H,H,H,H,H,N,,,,,,Software ID,CHAR(12),NOT NULL,,SpectralPeakSoftwareApps,SoftwareID,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,N,_Software.ID,?,_Software.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_peak_software_apps,Software_ID,Y,?,?,?,Y,N,code
11360,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Software_label,,X,,,,Y,N,H,H,H,H,N,,software,_Software.Sf_framecode,,,Software label,VARCHAR(127),NOT NULL,,SpectralPeakSoftwareApps,SoftwareLabel,N,N,,,,,,,,,Y,20,,11,,,,0,?,Software label,Pointer to a saveframe of the category 'software',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Spectral_peak_software_apps,Software_label,?,?,?,?,Y,N,code
11370,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Method_ID,,SC,,,,Y,H,H,H,H,H,N,,,,,,Method ID,CHAR(12),,,SpectralPeakSoftwareApps,MethodID,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,N,_Method.ID,?,_Method.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_peak_software_apps,Method_ID,?,?,?,?,Y,N,line
11380,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Method_label,,X,,,,Y,N,H,H,H,H,N,,,,,,Method label,VARCHAR(127),,,SpectralPeakSoftwareApps,MethodLabel,N,N,,,,,,,,,Y,40,,12,,,,0,?,Method label,Pointer to a saveframe of the category 'method',?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Spectral_peak_software_apps,Method_label,?,?,?,?,Y,N,code
11390,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralPeakSoftwareApps,SfID,N,Y,,Y,,Spectral_peak_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Spectral_peak_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Spectral_peak_list.Sf_ID,?,_Spectral_peak_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Spectral_peak_software_apps,Sf_ID,?,?,?,?,Y,N,line
11400,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralPeakSoftwareApps,EntryID,N,N,,,,Entry,ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_peak_software_apps,Entry_ID,?,?,?,?,Y,N,name
11410,spectral_peak_list,N,T6,5,NMR_parameters,174,Software,_Spectral_peak_software_apps.Spectral_peak_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Spectral peak list ID,CHAR(12),NOT NULL,,SpectralPeakSoftwareApps,SpectralPeakListID,N,N,,,,Spectral_peak_list,ID,,,,Y,70,,,,,,5,?,Spectral peak list ID,Pointer to '_Spectral_peak_list.ID',?,?,Y,Y,N,N,N,N,_Spectral_peak_list.ID,?,_Spectral_peak_list.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_peak_software_apps,Spectral_peak_list_ID,Y,?,?,?,Y,N,int
11420,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.ID,,X,,,,N,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,SpectralDim,SpectralDimID,N,N,Y,Y,,,,,,,Y,10,,,,,,0,?,Spectral dim ID,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,ID,Y,?,?,?,Y,N,code
11430,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Atom_type,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),NOT NULL,,SpectralDim,AtomType,N,N,,Y,,,,,,,Y,20,,,,,,0,?,Atom type,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,N,?,?,?,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,Atom_type,Y,?,?,?,Y,N,code
11440,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Atom_isotope,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Atom isotope,INTEGER,NOT NULL,,SpectralDim,AtomIsotope,N,N,,,,,,,,,Y,30,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,Atom_isotope,Y,?,?,?,Y,N,line
11450,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Spectral_region,,X,,,,N,H,Y,Y,Y,Y,N,,,,,,Spectral region,VARCHAR(127),NOT NULL,,SpectralDim,SpectralRegion,N,N,,Y,,,,,,,Y,40,,,,,,0,?,Spectral region,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,Spectral_region,Y,?,?,?,Y,N,code
11460,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Magnetization_linkage_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Magnetization linkage ID,CHAR(12),NOT NULL,,SpectralDim,MagnetizationLinkageID,N,N,,,,,,,,,Y,50,,,,,,0,?,Magentization linkage ID,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,Magnetization_linkage_ID,?,?,?,?,Y,N,code
11470,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Sweep_width,,X,,,,N,H,H,H,H,H,N,,,,,,Sweep width,VARCHAR(127),,,SpectralDim,SweepWidth,N,N,,,,,,,,,Y,60,,,,,,0,?,Sweep width,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_dim,Sweep_width,?,?,?,?,Y,N,code
11480,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Encoding_code,,X,,,,N,H,H,H,H,H,N,,,,,,Encoding code,VARCHAR(127),,,SpectralDim,EncodingCode,N,N,,,,,,,,,Y,70,,,,,,0,?,Encoding code,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_dim,Encoding_code,?,?,?,?,Y,N,int
11490,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Encoded_source_dimension_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Encoded source dimension ID,CHAR(12),,,SpectralDim,EncodedSourceDimensionID,N,N,,,,,,,,,Y,80,,,,,,0,?,Encoded source dimension ID,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Spectral_dim,Encoded_source_dimension_ID,?,?,?,?,Y,N,code
11500,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Sf_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SpectralDim,SfID,N,Y,,Y,,Spectral_peak_list,Sf_ID,,,,Y,90,,,,,,4,?,n/a,Pointer to '_Spectral_peak_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Spectral_peak_list.Sf_ID,?,_Spectral_peak_list.Sf_ID,I,I,O,I,I,I,I,I,I,I,I,I,?,0,Spectral_dim,Sf_ID,?,?,?,?,Y,N,code
11510,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Entry_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SpectralDim,EntryID,N,N,,,,Entry,ID,,,,Y,100,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,Entry_ID,?,?,?,?,Y,N,code
11520,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral dimensions,_Spectral_dim.Spectral_peak_list_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Spectral peak list ID,CHAR(12),NOT NULL,,SpectralDim,SpectralPeakListID,N,N,,,,Spectral_peak_list,ID,,,,Y,110,,,,,,5,?,Spectral peak list ID,Pointer to '_Spectral_peak_list.ID',?,?,Y,Y,N,N,N,N,_Spectral_peak_list.ID,?,_Spectral_peak_list.ID,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Spectral_dim,Spectral_peak_list_ID,Y,?,?,?,Y,N,code
11530,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak,_Peak.ID,,X,,,,N,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,Peak,PeakID,Y,N,Y,Y,,,,,,,Y,10,,,,,,6,?,Peak ID,Unique identifier for the spectral peak.,?,?,Y,Y,N,N,N,N,?,?,?,R,R,O,R,R,R,R,R,R,R,R,R,?,0,Peak,ID,Y,?,?,?,N,N,code
11540,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak,_Peak.Intensity_val,,X,,,,N,H,H,H,H,H,N,,,,,,Intensity val,FLOAT,NOT NULL,,Peak,IntensityVal,N,N,,,,,,,,,Y,20,,,,,,0,?,Intensity val,?,?,?,Y,Y,N,N,N,N,?,?,?,R,R,O,O,O,O,O,O,O,O,O,O,?,0,Peak,Intensity_val,?,?,?,?,N,N,code
11550,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak,_Peak.Intensity_err,,X,,,,N,H,H,H,H,H,N,,,,,,Intensity err,FLOAT,,,Peak,IntensityErr,N,N,,,,,,,,,Y,30,,,,,,0,?,Intensity err,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Peak,Intensity_err,?,?,?,?,N,N,code
