Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,BMRB/CCPN status,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Loopflag,Seq,Dbspace,Example,Prompt,Description
6850,sample,Y,T6,4,experimental_details,130, Sample component,_Sample_component.Concentration_val,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Concentration val,FLOAT,,,SampleComponent,ConcentrationVal,N,N,,,,,,,Y,70,1,?,?,?
6860,sample,Y,T6,4,experimental_details,130, Sample component,_Sample_component.Concentration_val_units,,M,,,open,Y,N,H,H,H,H,N,,,,,,Concentration val units,VARCHAR(31),,,SampleComponent,ConcentrationValUnits,N,N,,,,,,,Y,80,1,?,?,?
6870,sample,Y,T6,4,experimental_details,130, Sample component,_Sample_component.Concentration_min_val,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Concentration min val,FLOAT,,,SampleComponent,ConcentrationMinVal,N,N,,,,,,,Y,90,1,?,?,?
6880,sample,Y,T6,4,experimental_details,130, Sample component,_Sample_component.Concentration_max_val,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Concentration max val,FLOAT,,,SampleComponent,ConcentrationMaxVal,N,N,,,,,,,Y,100,1,?,?,?
6890,sample,Y,T6,4,experimental_details,130, Sample component,_Sample_component.Isotopic_labeling,,M,,,open,Y,N,H,H,H,H,N,,,,,,Isotopic labeling,VARCHAR(127),,,SampleComponent,IsotopicLabeling,N,N,,,,,,,Y,110,1,[U-95% 13C; U-90% 15N],?,If this molecule in the sample was isotopically labeled provide a description of the labeling using the methods recommended by the current IUPAC/IUBMB/IUPAB Interunion Task Group
6900,sample,Y,T6,4,experimental_details,130, Sample citation,_Sample_citation.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SampleCitation,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
6910,sample,Y,T6,4,experimental_details,130, Sample citation,_Sample_citation.Sample_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sample ID,CHAR(12),NOT NULL,,SampleCitation,SampleID,N,Y,,Y,,Sample,SampleID,,Y,20,1,?,?,?
6920,sample,Y,T6,4,experimental_details,130, Sample citation,_Sample_citation.Citation_ID,,O,,,open,Y,N,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,SampleCitation,CitationID,N,N,,Y,,Citations,CitationID,,Y,30,1,?,?,?
6930,sample,Y,T6,4,experimental_details,130, Sample citation,_Sample_citation.Citation_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Citation label,VARCHAR(127),,,SampleCitation,CitationLabel,N,N,,,,,,,Y,40,1,?,?,?
6940,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Sf_category,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,SampleConditions,SfCategory,N,N,,Y,,,,,N,2050,1,?,?,?
6950,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Sf_framecode,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,SampleConditions,SfFramecode,N,N,,,,,,,N,2060,1,?,?,?
6960,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SampleConditions,EntryID,N,N,,Y,,EntryInformation,EntryID,,N,2070,1,?,?,?
6970,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Sample_cond_ID,,M,,,open,Y,Y,H,H,H,H,N,,,,,,Sample cond ID,CHAR(12),NOT NULL,,SampleConditions,SampleCondID,N,Y,Y,Y,,,,,N,2080,1,?,?,?
6980,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,SampleConditions,Details,N,N,,,,,,,N,2090,1,?,?,?
6990,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Protocol,,O,,,open,Y,H,H,H,H,H,N,,,,,,Protocol,VARCHAR(127),,,SampleConditions,Protocol,N,N,,,,,,,N,2100,1,?,?,?
7000,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Protocol_file_name,,O,,,open,Y,H,H,H,H,H,N,,,,,,Protocol file name,VARCHAR(127),,,SampleConditions,ProtocolFileName,N,N,,,,,,,N,2110,1,?,?,?
7010,sample_conditions,Y,R,4,experimental_details,140, Sample conditions,_Sample_conditions.Protocol_file_loc,,X,,,open,Y,H,H,H,H,H,N,,,,,,Protocol file loc,VARCHAR(127),,,SampleConditions,ProtocolFileLoc,N,N,,,,,,,N,2120,1,?,?,?
7020,sample_conditions,Y,T6,4,experimental_details,140, Sample condition,_Sample_condition.Variable_entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Variable entry ID,CHAR(12),NOT NULL,,SampleCondition,VariableEntryID,N,N,,,,EntryInformation,EntryID,,Y,10,1,?,?,?
7030,sample_conditions,Y,T6,4,experimental_details,140, Sample condition,_Sample_condition.Variable_sample_cond_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Variable sample cond ID,CHAR(12),NOT NULL,,SampleCondition,VariableSampleCondID,N,Y,,,,SampleConditions,SampleCondID,,Y,20,1,?,?,?
7040,sample_conditions,Y,T6,4,experimental_details,140, Sample condition,_Sample_condition.Variable_type,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Variable type,VARCHAR(127),,,SampleCondition,VariableType,N,N,,,,,,,Y,30,1,temperature,?,The variable used to define a specific sample condition (i.e.\$ temperature)used when conducting experiments used to derive the experimental data included in the file.
7050,sample_conditions,Y,T6,4,experimental_details,140, Sample condition,_Sample_condition.Variable_val,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Variable val,FLOAT,,,SampleCondition,VariableVal,N,N,,,,,,,Y,40,1,?,?,?
7060,sample_conditions,Y,T6,4,experimental_details,140, Sample condition,_Sample_condition.Variable_val_err,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Variable val err,FLOAT,,,SampleCondition,VariableValErr,N,N,,,,,,,Y,50,1,?,?,?
7070,sample_conditions,Y,T6,4,experimental_details,140, Sample condition,_Sample_condition.Variable_val_units,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Variable val units,VARCHAR(31),,,SampleCondition,VariableValUnits,N,N,,,,,,,Y,60,1,?,?,?
7080,sample_conditions,Y,T6,4,experimental_details,140, Sample conditions citation,_Sample_conditions_citation.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SampleConditionsCitation,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
7090,sample_conditions,Y,T6,4,experimental_details,140, Sample conditions citation,_Sample_conditions_citation.Sample_cond_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sample cond ID,CHAR(12),NOT NULL,,SampleConditionsCitation,SampleCondID,N,Y,,Y,,SampleConditions,SampleCondID,,Y,20,1,?,?,?
7100,sample_conditions,Y,T6,4,experimental_details,140, Sample conditions citation,_Sample_conditions_citation.Citation_ID,,O,,,open,Y,H,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,SampleConditionsCitation,CitationID,N,N,,Y,,Citations,CitationID,,Y,30,1,?,?,?
7110,sample_conditions,Y,T6,4,experimental_details,140, Sample conditions citation,_Sample_conditions_citation.Citation_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Citation label,VARCHAR(127),,,SampleConditionsCitation,CitationLabel,N,N,,,,,,,Y,40,1,?,?,?
7120,molecule_purity,N,R,4,experimental_details,150, Molecule purity,_Molecule_purity.Sf_category,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,MoleculePurity,SfCategory,N,N,,Y,,,,,N,2130,1,?,?,?
7130,molecule_purity,N,R,4,experimental_details,150, Molecule purity,_Molecule_purity.Sf_framecode,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,MoleculePurity,SfFramecode,N,N,,,,,,,N,2140,1,?,?,?
7140,molecule_purity,N,R,4,experimental_details,150, Molecule purity,_Molecule_purity.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MoleculePurity,EntryID,N,N,,Y,,EntryInformation,EntryID,,N,2150,1,?,?,?
7150,molecule_purity,N,R,4,experimental_details,150, Molecule purity,_Molecule_purity.Mol_purity_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol purity ID,CHAR(12),NOT NULL,,MoleculePurity,MolPurityID,N,Y,Y,Y,,,,,N,2160,1,?,?,?
7160,molecule_purity,N,R,4,experimental_details,150, Molecule purity,_Molecule_purity.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,MoleculePurity,Details,N,N,,,,,,,N,2170,1,?,?,?
7170,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MolPurity,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
7180,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Mol_purity_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol purity ID,CHAR(12),NOT NULL,,MolPurity,MolPurityID,N,Y,,,,MoleculePurity,MolPurityID,,Y,20,1,?,?,?
7190,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Sample_ID,,S,Y,,open,Y,N,H,H,H,H,N,,,,,,Sample ID,CHAR(12),NOT NULL,,MolPurity,SampleID,N,N,,,,Sample,SampleID,,Y,30,1,?,?,?
7200,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Sample_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sample label,VARCHAR(127),,,MolPurity,SampleLabel,N,N,,,,,,,Y,40,1,?,?,?
7210,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Molecule_ID,,S,Y,,open,Y,N,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,MolPurity,MoleculeID,N,N,,,,Entity,MoleculeID,,Y,50,1,?,?,?
7220,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Mol_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol label,VARCHAR(127),,,MolPurity,MolLabel,N,N,,,,,,,Y,60,1,?,?,?
7230,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Val,,S,Y,,open,Y,N,H,H,H,H,N,,,,,,Val,FLOAT,,,MolPurity,Val,N,N,,,,,,,Y,70,1,?,?,?
7240,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Val_units,,S,Y,,open,Y,N,H,H,H,H,N,,,,,,Val units,VARCHAR(31),,,MolPurity,ValUnits,N,N,,,,,,,Y,80,1,?,?,?
7250,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Measurement_method,,S,Y,,open,Y,N,H,H,H,H,N,,,,,,Measurement method,VARCHAR(127),,,MolPurity,MeasurementMethod,N,N,,,,,,,Y,90,1,mass spectrometry,?,Technique used to determine the purity of the molecule.
7260,molecule_purity,N,T6,4,experimental_details,150, Mol purity,_Mol_purity.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,MolPurity,Details,N,N,,,,,,,Y,100,1,?,?,?
7270,molecule_purity,N,T6,4,experimental_details,150, Molecule purity citation,_Molecule_purity_citation.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MoleculePurityCitation,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
7280,molecule_purity,N,T6,4,experimental_details,150, Molecule purity citation,_Molecule_purity_citation.Mol_purity_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol purity ID,CHAR(12),NOT NULL,,MoleculePurityCitation,MolPurityID,N,Y,,Y,,MoleculePurity,MolPurityID,,Y,20,1,?,?,?
7290,molecule_purity,N,T6,4,experimental_details,150, Molecule purity citation,_Molecule_purity_citation.Citation_ID,,O,,,open,Y,N,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,MoleculePurityCitation,CitationID,N,N,,Y,,Citations,CitationID,,Y,30,1,?,?,?
7300,molecule_purity,N,T6,4,experimental_details,150, Molecule purity citation,_Molecule_purity_citation.Citation_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Citation label,VARCHAR(127),,,MoleculePurityCitation,CitationLabel,N,N,,,,,,,Y,40,1,?,?,?
7310,chem_shift_reference,N,R,5,NMR_parameters,160, Chem shift reference,_Chem_shift_reference.Sf_category,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,ChemShiftReference,SfCategory,N,N,,Y,,,,,N,2180,1,?,?,?
7320,chem_shift_reference,N,R,5,NMR_parameters,160, Chem shift reference,_Chem_shift_reference.Sf_framecode,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,ChemShiftReference,SfFramecode,N,N,,,,,,,N,2190,1,?,?,?
7330,chem_shift_reference,N,R,5,NMR_parameters,160, Chem shift reference,_Chem_shift_reference.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,ChemShiftReference,EntryID,N,N,,Y,,EntryInformation,EntryID,,N,2200,1,?,?,?
7340,chem_shift_reference,N,R,5,NMR_parameters,160, Chem shift reference,_Chem_shift_reference.Chem_shift_ref_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Chem shift ref ID,CHAR(12),NOT NULL,,ChemShiftReference,ChemShiftRefID,N,Y,Y,Y,,,,,N,2210,1,?,?,?
7350,chem_shift_reference,N,R,5,NMR_parameters,160, Chem shift reference,_Chem_shift_reference.BMRB_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,BMRB ID,INTEGER,NOT NULL,,ChemShiftReference,BMRBID,N,N,,,,,,,N,2220,1,?,?,?
7360,chem_shift_reference,N,R,5,NMR_parameters,160, Chem shift reference,_Chem_shift_reference.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,ChemShiftReference,Details,N,N,,,,,,,N,2230,1,?,?,?
7370,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,ChemShiftRef,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
7380,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Chem_shift_ref_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Chem shift ref ID,CHAR(12),NOT NULL,,ChemShiftRef,ChemShiftRefID,N,Y,,Y,,ChemShiftReference,ChemShiftRefID,,Y,20,1,?,?,?
7390,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Mol_common_name,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Mol common name,VARCHAR(127),,,ChemShiftRef,MolCommonName,N,N,,Y,,,,,Y,30,1,DSS,?,Common name or abbreviation used in the literature for the molecule used as a chemical shift reference.
7400,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Atom_type,,M,Y,,open,Y,N,Y,Y,Y,Y,N,,,,,,Atom type,VARCHAR(15),,,ChemShiftRef,AtomType,N,N,,Y,,,,,Y,40,1,H,?,The value for this tag is a standard IUPAC abbreviation for an element (i.e.\$ H\$ C\$ P\$ etc).
7410,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Atom_isotope_number,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Atom isotope number,VARCHAR(127),,,ChemShiftRef,AtomIsotopeNumber,N,N,,Y,,,,,Y,50,1,1,?,The isotope number for the chemical element defined by the tag '_Atom_type' or any of its related tags.
7420,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Atom_group,,M,Y,,open,Y,N,H,H,H,H,Y,,,,,,Atom group,VARCHAR(127),,,ChemShiftRef,AtomGroup,N,N,,,,,,,Y,60,1,'methyl protons',?,Group of atoms within a molecule whose chemical shift was used as the standard chemical shift reference for the defined observed nuclei.
7430,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Chem_shift_units,,M,Y,,open,Y,N,H,H,H,H,Y,,,,,,Chem shift units,VARCHAR(127),,,ChemShiftRef,ChemShiftUnits,N,N,,,,,,,Y,70,1,ppm,?,Units for the chemical shift value assigned to the atoms of the chemical shift reference.
7440,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Chem_shift_val,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Chem shift val,FLOAT,,,ChemShiftRef,ChemShiftVal,N,N,,,,,,,Y,80,1,?,?,?
7450,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Ref_method,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Ref method,VARCHAR(127),,,ChemShiftRef,RefMethod,N,N,,,,,,,Y,90,1,?,?,The reference method may be either direct (against a value measured with a chemical compound) or indirect (calculated from chemical shift ratios).
7460,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Ref_type,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Ref type,VARCHAR(127),,,ChemShiftRef,RefType,N,N,,,,,,,Y,100,1,?,?,The chemical shift reference may be either internal (the compound is located in the sample) or external (the compound is in a container external to the sample).
7470,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.External_ref_sample_geometry,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,External ref sample geometry,VARCHAR(127),,,ChemShiftRef,ExternalRefSampleGeometry,N,N,,,,,,,Y,110,1,?,?,?
7480,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.External_ref_loc,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,External ref loc,VARCHAR(127),,,ChemShiftRef,ExternalRefLoc,N,N,,,,,,,Y,120,1,?,?,External chemical shift references are defined as either located within the sample (e.g.\$ as a capillary) or external to the sample and are inserted into the spectrometer before\$ after\$ or both before and after the sample containing the molecular system studied in the entry.
7490,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.External_ref_axis,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,External ref axis,VARCHAR(127),,,ChemShiftRef,ExternalRefAxis,N,N,,,,,,,Y,130,1,?,?,The axis of the external chemical shift reference sample relative to the static field (Bo) of the spectrometer.
7500,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Indirect_shift_ratio,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Indirect shift ratio,FLOAT,,,ChemShiftRef,IndirectShiftRatio,N,N,,,,,,,Y,140,1,?,?,?
7510,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Indirect_shift_ratio_Citation_ID,,O,,,open,Y,H,H,H,H,H,N,,,,,,Indirect shift ratio Citation ID,CHAR(12),NOT NULL,,ChemShiftRef,IndirectShiftRatioCitationID,N,N,,,,Citations,CitationID,,Y,150,1,?,?,?
7520,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Indirect_shift_ratio_Citation_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Indirect shift ratio Citation label,VARCHAR(127),,,ChemShiftRef,IndirectShiftRatioCitationLabel,N,N,,,,,,,Y,160,1,?,?,?
7530,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Ref_correction_type,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,Ref correction type,VARCHAR(127),,,ChemShiftRef,RefCorrectionType,N,N,,,,,,,Y,170,1,temperature,?,If a correction value is applied to calculate the reported chemical shifts the source of the correction (pH; temperature; etc.).
7540,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Correction_val,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,Correction val,FLOAT,,,ChemShiftRef,CorrectionVal,N,N,,,,,,,Y,180,1,?,?,?
7550,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Correction_val_Citation_ID,,O,,,open,Y,H,H,H,H,H,N,,,,,,Correction val Citation ID,CHAR(12),NOT NULL,,ChemShiftRef,CorrectionValCitationID,N,N,,,,Citations,CitationID,,Y,190,1,?,?,?
7560,chem_shift_reference,N,T6,5,NMR_parameters,160, Chem shift ref,_Chem_shift_ref.Correction_val_Citation_label,,X,,,open,Y,H,H,H,H,H,N,,,,,,Correction val Citation label,VARCHAR(127),,,ChemShiftRef,CorrectionValCitationLabel,N,N,,,,,,,Y,200,1,?,?,?
7570,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Sf_category,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,AssignedChemicalShifts,SfCategory,N,N,,Y,,,,,N,2240,1,?,?,?
7580,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Sf_framecode,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,AssignedChemicalShifts,SfFramecode,N,N,,,,,,,N,2250,1,?,?,?
7590,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,AssignedChemicalShifts,EntryID,N,N,,Y,,EntryInformation,EntryID,,N,2260,1,?,?,?
7600,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Chem_shift_set_ID,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Chem shift set ID,CHAR(12),NOT NULL,,AssignedChemicalShifts,ChemShiftSetID,N,Y,Y,Y,,,,,N,2270,1,?,?,?
7610,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,AssignedChemicalShifts,Details,N,N,,,,,,,N,2280,1,?,?,?
7620,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Sample_conditions_ID,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,Sample conditions ID,INTEGER,NOT NULL,,AssignedChemicalShifts,SampleConditionsID,N,N,,,,,,,N,2290,1,?,?,Integer value that identifies the sample conditions used when measuring the reported chemical shifts.
7630,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Sample_conditions_label,,X,,,open,Y,H,Y,Y,Y,Y,N,,,,,,Sample conditions label,VARCHAR(127),,,AssignedChemicalShifts,SampleConditionsLabel,N,N,,,,,,,N,2300,1,?,?,?
7640,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Chem_shift_ref_ID,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,Chem shift ref ID,CHAR(12),NOT NULL,,AssignedChemicalShifts,ChemShiftRefID,N,N,,,,ChemShiftReference,ChemShiftRefID,,N,2310,1,?,?,?
7650,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.Chem_shift_ref_label,,X,,,open,Y,N,H,H,H,H,N,,,,,,Chem shift ref label,VARCHAR(127),,,AssignedChemicalShifts,ChemShiftRefLabel,N,N,,,,,,,N,2320,1,?,?,?
7660,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.1H_chem_shift_err,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,1H chem shift err,FLOAT,,,AssignedChemicalShifts,1HChemShiftErr,N,N,,,,,,,N,2330,1,?,?,?
7670,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.2H_chem_shift_err,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,2H chem shift err,FLOAT,,,AssignedChemicalShifts,2HChemShiftErr,N,N,,,,,,,N,2340,1,?,?,?
7680,assigned_chemical_shifts,N,R,5,NMR_parameters,170, Assigned chemical shifts,_Assigned_chemical_shifts.13C_chem_shift_err,,MC,Y,,open,Y,N,H,H,H,H,N,,,,,,13C chem shift err,FLOAT,,,AssignedChemicalShifts,13CChemShiftErr,N,N,,,,,,,N,2350,1,?,?,?
