Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,DbSpace,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,sg/public,sg/internal,usr/public,usr/internal,Overide publiM,Overide internal,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,Overide usr/internal,default value,Adit form code,Tag category,Tag field,Local key
5380,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem component,_Subsystem_component.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SubsystemComponent,SfID,N,Y,,Y,,Assembly_subsystem,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.Sf_ID',?,?,Y,Y,N,N,N,N,_Assembly_subsystem.Sf_ID,?,_Assembly_subsystem.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Subsystem_component,Sf_ID,?
5390,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem component,_Subsystem_component.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SubsystemComponent,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_component,Entry_ID,?
5400,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem component,_Subsystem_component.Assembly_subsystem_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Assembly subsystem ID,CHAR(12),NOT NULL,,SubsystemComponent,AssemblySubsystemID,N,N,,,,Assembly_subsystem,ID,,,,Y,30,,,,,,1,?,Assembly subsystem ID,Pointer to '_Assembly_subsystem.ID',?,?,Y,Y,N,N,N,Y,_Assembly_subsystem.ID,?,_Assembly_subsystem.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_component,Assembly_subsystem_ID,Y
5410,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem component,_Subsystem_component.Entity_assembly_ID,,O,,,,Y,H,H,H,H,H,N,,,,,,Entity assembly ID,CHAR(12),NOT NULL,,SubsystemComponent,EntityAssemblyID,N,N,,Y,,Entity_assembly,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,Y,_Entity_assembly.ID,?,_Entity_assembly.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_component,Entity_assembly_ID,Y
5420,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem component,_Subsystem_component.Entity_ID,,O,,,,Y,H,H,H,H,H,N,,,,,,Entity ID,CHAR(12),NOT NULL,,SubsystemComponent,EntityID,N,N,,,,Entity,ID,,,,Y,50,,,,,,0,?,Entity ID,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_component,Entity_ID,?
5430,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem component,_Subsystem_component.Entity_label,,O,,,,Y,H,H,H,H,H,N,,,,,,Entity label,VARCHAR(127),NOT NULL,,SubsystemComponent,EntityLabel,N,N,,,,,,,,,Y,60,,7,,,,0,?,Molecule label,Pointer to a saveframe of the category entity.,?,?,Y,Y,N,N,Y,N,?,?,?,R,R,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_component,Entity_label,?
5440,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem keyword,_Subsystem_keyword.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SubsystemKeyword,SfID,N,Y,,Y,,Assembly_subsystem,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.Sf_ID',?,?,Y,Y,N,N,N,N,_Assembly_subsystem.Sf_ID,?,_Assembly_subsystem.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Subsystem_keyword,Sf_ID,?
5450,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem keyword,_Subsystem_keyword.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SubsystemKeyword,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_keyword,Entry_ID,?
5460,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem keyword,_Subsystem_keyword.Assembly_subsystem_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Assembly subsystem ID,CHAR(12),NOT NULL,,SubsystemKeyword,AssemblySubsystemID,N,N,,,,Assembly_subsystem,ID,,,,Y,30,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.ID',?,?,Y,Y,N,N,N,Y,_Assembly_subsystem.ID,?,_Assembly_subsystem.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_keyword,Assembly_subsystem_ID,Y
5470,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem keyword,_Subsystem_keyword.Keyword,,O,,,,Y,H,H,H,H,H,N,,,,,,Keyword,VARCHAR(127),NOT NULL,,SubsystemKeyword,Keyword,N,N,,Y,,,,,,,Y,40,,,,,,0,?,Keyword,?,?,?,Y,Y,N,N,N,Y,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_keyword,Keyword,Y
5480,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem biological function,_Subsystem_biological_function.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SubsystemBiologicalFunction,SfID,N,Y,,Y,,Assembly_subsystem,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.Sf_ID',?,?,Y,Y,N,N,N,N,_Assembly_subsystem.Sf_ID,?,_Assembly_subsystem.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Subsystem_biological_function,Sf_ID,?
5490,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem biological function,_Subsystem_biological_function.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SubsystemBiologicalFunction,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_biological_function,Entry_ID,?
5500,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem biological function,_Subsystem_biological_function.Assembly_subsystem_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Assembly subsystem ID,CHAR(12),NOT NULL,,SubsystemBiologicalFunction,AssemblySubsystemID,N,N,,,,Assembly_subsystem,ID,,,,Y,30,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.ID',?,?,Y,Y,N,N,N,Y,_Assembly_subsystem.ID,?,_Assembly_subsystem.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_biological_function,Assembly_subsystem_ID,Y
5510,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem biological function,_Subsystem_biological_function.Biological_function,,O,,,,Y,H,H,H,H,H,N,,,,,,Biological function,VARCHAR(255),NOT NULL,,SubsystemBiologicalFunction,BiologicalFunction,N,N,,Y,,,,,,,Y,40,,,,,,0,?,Biological function,?,?,?,Y,Y,N,N,N,Y,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_biological_function,Biological_function,Y
5520,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Sf_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SubsystemDbLink,SfID,N,Y,,Y,,Assembly_subsystem,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.Sf_ID',?,?,Y,Y,N,N,N,N,_Assembly_subsystem.Sf_ID,?,_Assembly_subsystem.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Subsystem_db_link,Sf_ID,?
5530,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Entry_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SubsystemDbLink,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_db_link,Entry_ID,?
5540,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Assembly_subsystem_ID,,X,,,,N,H,H,H,H,H,N,,,,,,Assembly subsystem ID,CHAR(12),,,SubsystemDbLink,AssemblySubsystemID,N,N,,,,Assembly_subsystem,ID,,,,Y,30,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.ID',?,?,Y,Y,N,N,N,Y,_Assembly_subsystem.ID,?,_Assembly_subsystem.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Assembly_subsystem_ID,Y
5550,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Author_supplied,,X,,,,N,H,H,H,H,H,N,,,,,,Author supplied,CHAR(12),,,SubsystemDbLink,AuthorSupplied,N,N,,,,,,,,,Y,40,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Author_supplied,?
5560,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Database_code,,O,,,,N,H,H,H,H,H,N,,,,,,Database code,VARCHAR(127),NOT NULL,,SubsystemDbLink,DatabaseCode,N,N,,Y,,,,,,,Y,50,,,,,,0,?,n/a,Abbreviation for the database,?,?,Y,Y,N,N,N,Y,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Database_code,Y
5570,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Accession_code,,O,,,,N,H,H,H,H,H,N,,,,,,Accession code,VARCHAR(15),NOT NULL,,SubsystemDbLink,AccessionCode,N,N,,Y,,,,,,,Y,60,,,,,,0,?,n/a,Accession code for the entry in the database.,?,?,Y,Y,N,N,N,Y,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Accession_code,Y
5580,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Entry_mol_code,,O,,,,N,H,H,H,H,H,N,,,,,,Entry mol code,VARCHAR(127),,,SubsystemDbLink,EntryMolCode,N,N,,,,,,,,,Y,70,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Entry_mol_code,?
5590,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Entry_mol_name,,O,,,,N,H,H,H,H,H,N,,,,,,Entry mol name,VARCHAR(127),,,SubsystemDbLink,EntryMolName,N,N,,,,,,,,,Y,80,,,,,,0,?,n/a,Name of the molecular assembly in the database entry.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Entry_mol_name,?
5600,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Entry_experimental_method,,O,,,,N,H,H,H,H,H,N,,,,,,Entry experimental method,VARCHAR(127),,,SubsystemDbLink,EntryExperimentalMethod,N,N,,,,,,,,,Y,90,,,,,,0,?,n/a,Experimental method used to generate the data in the database entry.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Entry_experimental_method,?
5610,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Entry_relation_type,,O,,,,N,H,H,H,H,H,N,,,,,,Entry relation type,VARCHAR(127),,,SubsystemDbLink,EntryRelationType,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,Relationship between the database entry and this BMRB entry.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Entry_relation_type,?
5620,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem db link,_Subsystem_db_link.Entry_details,,O,,,,N,H,H,H,H,H,N,,,,,,Entry details,TEXT,,,SubsystemDbLink,EntryDetails,N,N,,,,,,,,,Y,110,,,,,,0,?,n/a,Any text information relevant to the database entry.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_db_link,Entry_details,?
5630,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem citation,_Subsystem_citation.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,SubsystemCitation,SfID,N,Y,,Y,,Assembly_subsystem,Sf_ID,,,,Y,10,,,,,,1,?,n/a,Pointer to '_Assembly_subsystem.Sf_ID',?,?,Y,Y,N,N,N,N,_Assembly_subsystem.Sf_ID,?,_Assembly_subsystem.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Subsystem_citation,Sf_ID,?
5640,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem citation,_Subsystem_citation.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SubsystemCitation,EntryID,N,N,,,,Entry,ID,,,,Y,20,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,R,R,R,R,R,R,R,R,R,R,?,0,Subsystem_citation,Entry_ID,?
5650,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem citation,_Subsystem_citation.Assembly_subsystem_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Assembly subsystem ID,INTEGER,NOT NULL,,SubsystemCitation,AssemblySubsystemID,N,N,,,,,_Assembly_subsystem.ID,,,,Y,30,,,,,,1,?,Subsystem list ID,Pointer to '_Assembly_subsystem.ID',?,?,Y,Y,N,Y,N,N,_Assembly_subsystem.ID,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_citation,Assembly_subsystem_ID,?
5660,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem citation,_Subsystem_citation.Citation_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,SubsystemCitation,CitationID,N,N,,Y,,Citation,ID,,,,Y,40,,,,,,1,?,Cit ID,Pointer to '_Citation.ID',?,?,Y,Y,N,N,N,Y,_Citation.ID,?,_Citation.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_citation,Citation_ID,Y
5670,assembly_subsystems,H,T6,3,assembly_supercategory,70,Subsystem citation,_Subsystem_citation.Citation_label,,O,,,,Y,H,H,H,H,H,N,,,,,,Citation label,VARCHAR(127),NOT NULL,,SubsystemCitation,CitationLabel,N,N,,,,,,,,,Y,50,,,,,,0,?,Cit label,Pointer to a saveframe of the category citation.,?,?,Y,Y,N,N,Y,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Subsystem_citation,Citation_label,?
5680,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,Entity,SfCategory,N,N,,,,,,,,,N,1880,,,,,,1,?,Sf category,Category assigned to the information in the saveframe.,?,?,Y,Y,N,Y,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entity,Sf_category,?
5690,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Sf_framecode,,X,,,,Y,Y,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,Entity,SfFramecode,N,N,,,,,,,,,N,1890,,7,,,,1,HIV protease polypeptide,Entity label,A descriptive label that uniquely identifies this entity from all other chemically unique entities in the molecular assembly studied.,?,?,Y,Y,Y,N,N,N,?,?,?,I,V,I,V,I,V,I,V,I,V,I,V,?,1,Entity,Sf_framecode,?
5700,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Entity,EntryID,N,N,,,,Entry,ID,,,,N,1900,,,,,,1,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entity,Entry_ID,Y
5710,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,Entity,SfID,N,Y,Y,Y,,,,,,,N,1910,,,,,,1,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Entity,Sf_ID,?
5720,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.ID,,M,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,Entity,EntityID,Y,N,Y,,,,,,,,N,1920,,,,,,1,?,ID,?,21,4,Y,Y,N,N,N,Y,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entity,ID,Y
5730,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.BMRB_code,,X,,,,Y,H,H,H,H,H,N,,,,,,BMRB code,VARCHAR(15),,,Entity,BMRBCode,N,N,,,,,,,,,N,1930,,,,,,0,?,BMRB code,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Entity,BMRB_code,?
5740,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Name,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Name,VARCHAR(127),NOT NULL,,Entity,Name,N,N,,,,,,,,,N,1940,,,,,,0,?,Entity name,A brief name commonly used for the entity.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,1,Entity,Name,?
5750,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Type,,M,Y,,,Y,Y,H,H,H,H,Y,Y,,,,,Type,VARCHAR(31),NOT NULL,,Entity,Type,N,N,,,,,,,,,N,1950,,,,,,0,?,Entity type,Entities are of two types polymer or non-polymer.,22,3,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,1,Entity,Type,?
5760,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_type,,MC,Y,,,Y,N,H,H,H,H,Y,Y,,,,,Polymer type,VARCHAR(31),,,Entity,PolymerType,N,N,,,,,,,,,N,1960,,,,,,0,?,Polymer type,Entity polymer types include protein$ DNA$ RNA$ DNA/RNA hybrids$ and carbohydrates.,31,3,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,1,Entity,Polymer_type,?
5770,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_type_details,,O,,,,Y,N,H,H,H,H,N,,,,,,Polymer type details,TEXT,,,Entity,PolymerTypeDetails,N,N,,,,,,,,,N,1970,,,,,,0,?,Polymer type details,Additional information about the polymer type.,32,3,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Entity,Polymer_type_details,?
5780,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_strand_ID,,,,,,Y,H,H,H,H,H,N,,,,,,Polymer strand ID,CHAR(12),,,Entity,PolymerStrandID,N,N,,,,,,,,,N,1980,,,,,,0,?,n/a,?,,,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Entity,Polymer_strand_ID,?
5790,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_seq_one_letter_code_can,,X,Y,,,Y,Y,H,H,H,H,N,,,,,,Polymer seq one letter code can,TEXT,NOT NULL,,Entity,PolymerSeqOneLetterCodeCan,N,N,,,,,,,,,N,1990,,,,,,0,?,Sequence in FASTA format,The sequence of a polymer entity expressed using only the standard one-letter code for chemical components.,35,3,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,2,Entity,Polymer_seq_one_letter_code_can,?
5800,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_seq_one_letter_code,,MC,Y,,,Y,H,H,H,H,H,N,,,,,,Polymer seq one letter code,TEXT,NOT NULL,,Entity,PolymerSeqOneLetterCode,N,N,,,,,,,,,N,2000,,,,,,0,?,Seq,?,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Entity,Polymer_seq_one_letter_code,?
5810,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_author_defined_seq,,O,,,,Y,N,H,H,H,H,N,,,,,,Polymer author defined seq,TEXT,,,Entity,PolymerAuthorDefinedSeq,N,N,,,,,,,,,N,2010,,,,,,0,?,Provide sequence numbering in the format seq code$ residue.,The author may provide a numbering scheme for a biopolymer that is different from that defined by the public databases.  This scheme may contain non-sequential numbering and the use of alphabetic characters.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Entity,Polymer_author_defined_seq,?
5820,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Polymer_author_seq_details,,O,,,,Y,N,H,H,H,H,N,,,,,,Polymer author seq details,TEXT,,,Entity,PolymerAuthorSeqDetails,N,N,,,,,,,,,N,2020,,,,,,0,?,Author seq details,A text description of the sequence for this entity.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Entity,Polymer_author_seq_details,?
5830,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Ambiguous_conformational_states,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Ambiguous conformational states,VARCHAR(3),NOT NULL,,Entity,AmbiguousConformationalStates,N,N,,,,,,,,,N,2030,,,,,,0,?,Ambiguous conformational states,A boolean flag to indicate the presence of multiple conformational states for the entity that have not been clearly defined.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,5,Entity,Ambiguous_conformational_states,?
5840,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Ambiguous_chem_comp_sites,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Ambiguous chem comp sites,VARCHAR(3),NOT NULL,,Entity,AmbiguousChemCompSites,N,N,,,,,,,,,N,2040,,,,,,0,?,Ambiguous chem comp sites,A boolean flag that indicates the presence or absence of multiple conformational states for specific chemical components of the entity.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,5,Entity,Ambiguous_chem_comp_sites,?
5850,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Nstd_monomer,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Nstd monomer,VARCHAR(3),NOT NULL,,Entity,NstdMonomer,N,N,,,,,,,,,N,2050,,,,,,0,?,Non-standard monomer,A boolean flag that indicates the presence (N) or absence (Y) of non-standard chemical components in the entity.,37,3,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,5,Entity,Nstd_monomer,?
5860,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Nstd_chirality,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Nstd chirality,VARCHAR(3),NOT NULL,,Entity,NstdChirality,N,N,,,,,,,,,N,2060,,,,,,0,?,Non-standard chirality,A boolean flag that indicates the presence or absence of non-standard chiral atoms in the entity.,34,3,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,5,Entity,Nstd_chirality,?
5870,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Nstd_linkage,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Nstd linkage,VARCHAR(3),NOT NULL,,Entity,NstdLinkage,N,N,,,,,,,,,N,2070,,,,,,0,?,Non-standard linkage,A flag indicating the presence or absence of non-standard linkages between monomers in the biopolymer.,33,3,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,5,Entity,Nstd_linkage,?
5880,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Number_of_monomers,,MC,Y,,,Y,Y,H,H,H,H,N,,,,,,Number of monomers,INTEGER,NOT NULL,,Entity,NumberOfMonomers,N,N,,,,,,,,,N,2080,,,,,,0,?,Sequence length,The number of chemical components that make up a polymer entity.,36,3,Y,Y,N,N,N,N,_Entity_poly_seq.Num,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,1,Entity,Number_of_monomers,?
5890,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Src_method,,,,,,Y,H,H,H,H,H,N,,,,,,Src method,VARCHAR(127),,,Entity,SrcMethod,N,N,,,,,,,,,N,2090,,,,,,0,?,n/a,?,,,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Entity,Src_method,?
5900,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Number_of_molecules,,,,,,Y,H,H,H,H,H,N,,,,,,Number of molecules,INTEGER,,,Entity,NumberOfMolecules,N,N,,,,,,,,,N,2100,,,,,,0,?,n/a,?,,,Y,Y,N,N,N,N,_Entity_poly_seq.Num,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Entity,Number_of_molecules,?
5910,entity,Y,R,3,assembly_supercategory,80,Molecular entity description,_Entity.Parent_entity_ID,,,,,,Y,H,H,H,H,H,N,,,,,,Parent entity ID,CHAR(12),,,Entity,ParentEntityID,N,N,,,,Entity,ID,,,,N,2110,,,,,,0,?,n/a,Pointer to '_Entity.ID',,,Y,Y,N,N,N,N,_Entity.ID,?,_Entity.ID,O,O,O,O,O,O,O,O,O,O,O,O,?,0,Entity,Parent_entity_ID,?
