Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
,fluorescence_instrument,N,R,4,experimental_details,149,Fluorescence instrumentation,_Fluorescence_instrument.Details,,,,,,Y,H,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,4880,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Fluorescence_instrument,Details,?,?,N,,Y,N,text,,,,,A text description of the Fluorescence instrument.,,N,,?,,,,,,,,?,?,?
,fluorescence_instrument,N,R,4,experimental_details,149,Fluorescence instrumentation,_Fluorescence_instrument.Type,,,,,,Y,H,,M,,,N,,,,,,Type,VARCHAR(127),,,,,N,N,,,,,,,,,N,4890,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Fluorescence_instrument,Type,?,?,N,,Y,N,line,,,,,The type of Fluorescence instrument used.,,N,,?,,,,,,,,?,?,?
,fluorescence_instrument,N,R,4,experimental_details,149,Fluorescence instrumentation,_Fluorescence_instrument.Manufacturer,,,,,,Y,H,,M,,,N,,,,,,Manufacturer,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,4900,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Fluorescence_instrument,Manufacturer,?,?,N,,Y,N,line,,,,,Name of the company or other entity that built the Fluorescence instrument.,,N,,?,,,,,,,,?,?,?
,fluorescence_instrument,N,R,4,experimental_details,149,Fluorescence instrumentation,_Fluorescence_instrument.Model,,,,,,Y,H,,M,,,N,,,,,,Model,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,4910,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Fluorescence_instrument,Model,?,?,N,,Y,N,line,,,,,The name or acronym used to describe the model of the Fluorescence instrument.,,N,,?,,,,,,,,?,?,?
,fluorescence_instrument,N,R,4,experimental_details,149,Fluorescence instrumentation,_Fluorescence_instrument.Serial_number,,,,,,Y,H,,M,,,N,,,,,,Serial number,VARCHAR(127),,,,,N,N,,,,,,,,,N,4920,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Fluorescence_instrument,Serial_number,?,?,N,,Y,N,line,,,,,Unique code assigned to a specific Fluorescence instrument by the manufacturer.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,4930,,,,,,1,?,n/a,?,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,EMR_instrument,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the save frame.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,4940,,,,,,2,?,n/a,?,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,1,EMR_instrument,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label that uniquely identifies the EMR instrument from other EMR instruments listed in the entry.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,4950,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,EMR_instrument,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,,,,,,N,4960,,,,,,4,?,n/a,?,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,EMR_instrument,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.ID,,,,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,4970,,,,,,5,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,EMR_instrument,ID,Y,?,N,,Y,N,int,,,,,A value that uniquely identifies the EMR instrument from other EMR instruments listed in the entry.,,N,,Y,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Name,,,,,,Y,H,,M,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,4980,,,,,,0,?,EMR instrument name,A name that uniquely identifies the EMR instrument from similar instruments listed in the entry.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,EMR_instrument,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Details,,,,,,Y,H,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,4990,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,EMR_instrument,Details,?,?,N,,Y,N,text,,,,,A text description of the EMR instrument.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Type,,,,,,Y,H,,M,,,N,,,,,,Type,VARCHAR(127),,,,,N,N,,,,,,,,,N,5000,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,EMR_instrument,Type,?,?,N,,Y,N,line,,,,,The type of EMR instrument used.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Manufacturer,,,,,,Y,H,,M,,,N,,,,,,Manufacturer,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5010,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,EMR_instrument,Manufacturer,?,?,N,,Y,N,line,,,,,Name of the company or other entity that built the EMR instrument.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Model,,,,,,Y,H,,M,,,N,,,,,,Model,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5020,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,EMR_instrument,Model,?,?,N,,Y,N,line,,,,,The name or acronym used to describe the model of the EMR instrument.,,N,,?,,,,,,,,?,?,?
,EMR_instrument,N,R,4,experimental_details,150,Electron magnetic resonance instrumentation,_EMR_instrument.Serial_number,,,,,,Y,H,,M,,,N,,,,,,Serial number,VARCHAR(127),,,,,N,N,,,,,,,,,N,5030,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,EMR_instrument,Serial_number,?,?,N,,Y,N,line,,,,,Unique code assigned to a specific EMR instrument by the manufacturer.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5040,,,,,,1,?,n/a,?,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,Xray_instrument,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the save frame.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5050,,,,,,2,?,n/a,?,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Xray_instrument,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label that uniquely identifies the X-ray instrument from other X-ray instruments listed in the entry.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,5060,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Xray_instrument,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,,,,,,N,5070,,,,,,4,?,n/a,?,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Xray_instrument,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.ID,,,,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,5080,,,,,,5,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Xray_instrument,ID,Y,?,N,,Y,N,int,,,,,A value that uniquely identifies the X-ray instrument from other X-ray instruments listed in the entry.,,N,,Y,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Details,,,,,,Y,H,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,5090,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Xray_instrument,Details,?,?,N,,Y,N,text,,,,,A text description of the X-ray instrument.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Location,,,,,,Y,H,,M,,,N,,,,,,Location,VARCHAR(127),,,,,N,N,,,,,,,,,N,5100,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,Location,?,?,N,,Y,N,line,,,,,The location of the X-ray instrument (national facility or other location).,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Type,,,,,,Y,H,,M,,,N,,,,,,Type,VARCHAR(127),,,,,N,N,,,,,,,,,N,5110,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,Type,?,?,N,,Y,N,line,,,,,The type of X-ray instrument uses.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Manufacturer,,,,,,Y,H,,M,,,N,,,,,,Manufacturer,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5120,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Xray_instrument,Manufacturer,?,?,N,,Y,N,line,,,,,Name of the company or other entity that built the X-ray instrument.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Model,,,,,,Y,H,,M,,,N,,,,,,Model,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5130,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,Xray_instrument,Model,?,?,N,,Y,N,line,,,,,The name or acronym used to describe the model of the X-ray instrument.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Serial_number,,,,,,Y,H,,M,,,N,,,,,,Serial number,VARCHAR(127),,,,,N,N,,,,,,,,,N,5140,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,Serial_number,?,?,N,,Y,N,line,,,,,Unique code assigned to a specific X-ray instrument by the manufacturer.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Detector_type,,,,,,Y,H,,M,,,N,,,,,,Detector type,VARCHAR(127),,,,,N,N,,,,,,,,,N,5150,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,Detector_type,?,?,N,,Y,N,line,,,,,The type of detector used.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Source,,,,,,Y,H,,M,,,N,,,,,,Source,VARCHAR(127),,,,,N,N,,,,,,,,,N,5160,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,Source,?,?,N,,Y,N,line,,,,,The source used to generate the X-rays.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.Wavelength,,,,,,Y,H,,M,,,N,,,,,,Wavelength,FLOAT,,,,,N,N,,,,,,,,,N,5170,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,Wavelength,?,?,N,,Y,N,float,,,,,The wavelength used.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.SAXS_detector_sample_distance,,,,,,Y,H,,M,,,N,,,,,,SAXS detector sample distance,FLOAT,,,,,N,N,,,,,,,,,N,5180,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,SAXS_detector_sample_distance,?,?,N,,Y,N,float,,,,,The distance from the detector to the sample used for SAXS experiments.,,N,,?,,,,,,,,?,?,?
,Xray_instrument,N,R,4,experimental_details,151,X_ray instrumentation,_Xray_instrument.WAXS_detector_sample_distance,,,,,,Y,H,,M,,,N,,,,,,WAXS detector sample distance,FLOAT,,,,,N,N,,,,,,,,,N,5190,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Xray_instrument,WAXS_detector_sample_distance,?,?,N,,Y,N,float,,,,,The distance from the detector to the sample used for WAXS experiments.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5200,,,,,,1,?,n/a,Category assigned to the information in the save frame.,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,NMR_spectrometer,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the save frame.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5210,,,,,,2,?,NMR spectrometer label,A label that uniquely identifies the NMR spectrometer from other spectrometers listed in the entry.,14030,1,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label that uniquely identifies the NMR spectrometer from other spectrometers listed in the entry.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Entry_ID,,Entry ID,C,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,5220,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,NMR_spectrometer,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,5230,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,NMR_spectrometer,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,5240,,,,,,5,?,NMR spectrometer ID,A value that uniquely identifies the NMR spectrometer from other spectrometers listed in the entry.,83,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer,ID,Y,?,N,,Y,N,int,,,,,A value that uniquely identifies the NMR spectrometer from other spectrometers listed in the entry.,,N,,Y,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Name,,,,,,Y,Y,,B,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,5250,,,,,,0,?,NMR specrometer name,A name that uniquely identifies the NMR spectromater for other spectrometers listed in the entry.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Details,,,,,,Y,N,,B,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,5260,,,,,,0,?,Details,A text description of the NMR spectrometer.,13802,1,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,NMR_spectrometer,Details,?,?,N,,Y,N,text,,,,,A text description of the NMR spectrometer.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Manufacturer,,Manufacturer,C,,,Y,Y,,B,,,Y,N,,,,,Manufacturer,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5270,,,,,,0,Bruker,Manufacturer,Name of the company or other entity that built the NMR spectrometer.,84,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer,Manufacturer,?,?,N,,Y,N,line,,,,,Name of the company or other entity that built the NMR spectrometer.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Model,,Model,C,,,Y,Y,,B,,,Y,N,,,,,Model,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5280,,,,,,0,DMX,Model,The name or acronym used to describe the model of the spectrometer.,85,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer,Model,?,?,N,,Y,N,line,,,,,The name or acronym used to describe the model of the spectrometer.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Serial_number,,,,,,Y,H,,B,,,N,,,,,,Serial number,VARCHAR(127),,,,,N,N,,,,,,,,,N,5290,,,,,,0,1234AB5678,Serial number,Unique code assigned to a specific spectrometer by the manufacturer.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,NMR_spectrometer,Serial_number,?,?,N,,Y,N,line,,,,,Unique code assigned to a specific spectrometer by the manufacturer.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,R,4,experimental_details,155,NMR spectrometer description,_NMR_spectrometer.Field_strength,,Field strength,C,,,Y,Y,,B,,,Y,N,,,,,Field strength,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5300,,,,,,0,800,Field strength,Approximate strength of the magnetic field for the spectrometer as defined by the proton frequency of the instrument expressed in MHz.,86,1,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer,Field_strength,?,?,N,,Y,N,line,,,,,Approximate strength of the magnetic field for the spectrometer as defined by the proton frequency of the instrument expressed in MHz.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,T6,4,experimental_details,155,NMR spectrometer citation,_NMR_spectrometer_citation.Citation_ID,,,,,,Y,H,,B,,,N,,,,,,Citation ID,INTEGER,NOT NULL,,,,N,N,,Y,,Citation,ID,,,,Y,10,,,,,,7,?,Citation ID,Pointer to '_Citation.ID',?,?,Y,Y,N,N,N,,,,_Citation.ID,O,O,,,,,O,O,,,,,?,0,NMR_spectrometer_citation,Citation_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Citation.ID',,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,T6,4,experimental_details,155,NMR spectrometer citation,_NMR_spectrometer_citation.Citation_label,,,,,,Y,H,,B,,,N,,,,,,Citation label,VARCHAR(127),NOT NULL,,,,N,N,,,,Citation,Sf_framecode,,,,Y,20,,,,,,8,?,Citation label,Pointer to a save frame of the category citation.,?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,NMR_spectrometer_citation,Citation_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category citation.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,T6,4,experimental_details,155,NMR spectrometer citation,_NMR_spectrometer_citation.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,NMR_spectrometer,Sf_ID,,,,Y,30,,,,,,4,?,n/a,Pointer to '_NMR_spectrometer.Sf_ID',?,?,Y,Y,N,N,N,,,,_NMR_spectrometer.Sf_ID,I,I,,,,,I,I,,,,,?,0,NMR_spectrometer_citation,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_NMR_spectrometer.Sf_ID',,N,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,T6,4,experimental_details,155,NMR spectrometer citation,_NMR_spectrometer_citation.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,NMR_spectrometer,Entry_ID,,,,Y,40,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,NMR_spectrometer_citation,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,NMR_spectrometer,N,T6,4,experimental_details,155,NMR spectrometer citation,_NMR_spectrometer_citation.NMR_spectrometer_ID,,,,,,Y,H,,B,,,N,,,,,,NMR spectrometer ID,INTEGER,NOT NULL,,,,N,N,,Y,,NMR_spectrometer,ID,,,,Y,50,,,,,,5,?,n/a,Pointer to '_NMR_spectrometer.ID',?,?,Y,Y,N,N,N,,,,_NMR_spectrometer.ID,O,O,,,,,O,O,,,,,?,0,NMR_spectrometer_citation,NMR_spectrometer_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_NMR_spectrometer.ID',,N,,Y,,,,,,,,?,?,?
,NMR_spectrometer_list,N,R,4,experimental_details,156,NMR spectrometer list,_NMR_spectrometer_list.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5310,,,,,,1,?,n/a,Category assigned to the information in the save frame.,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,NMR_spectrometer_list,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the save frame.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer_list,N,R,4,experimental_details,156,NMR spectrometer list,_NMR_spectrometer_list.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,5320,,,,,,2,?,NMR spectrometer list label,A label that uniquely identifies the NMR spectrometer list from other spectrometer lists in the entry.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,1,NMR_spectrometer_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label that uniquely identifies the NMR spectrometer from other spectrometers listed in the entry.,,N,,?,,,,,,,,?,?,?
,NMR_spectrometer_list,N,R,4,experimental_details,156,NMR spectrometer list,_NMR_spectrometer_list.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,5330,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,NMR_spectrometer_list,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
