Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
3190,citations,Y,R,2,citations,40,Citation,_Citation.Conference_site,,,,,,Y,H,,B,,,N,,,,,,Conference site,VARCHAR(127),,,,,N,N,,,,,,,,,N,1850,,,,,,0,Keystone,Conference city resort etc.,Site of the conference$ city$ resort$ etc.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Conference_site,?,?,N,,Y,N,line,,,,,Site of the conference$ city$ resort$ etc.,,N,,?,,,,,,,,?,?,?
3200,citations,Y,R,2,citations,40,Citation,_Citation.Conference_state_province,,,,,,Y,H,,B,,,N,,,,,,Conference state province,VARCHAR(127),,,,,N,N,,,,,,,,,N,1860,,,,,,0,Colorado,Conference state or province,State$ province$ etc. where conference took place,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,M,,,,,?,1,Citation,Conference_state_province,?,?,N,,Y,N,line,,,,,State$ province$ etc. where conference took place,,N,,?,,,,,,,,?,?,?
3210,citations,Y,R,2,citations,40,Citation,_Citation.Conference_country,,,,,,Y,H,,B,,,N,,,,,,Conference country,VARCHAR(127),,,,,N,N,,,,,,,,,N,1870,,,,,,0,USA,Conference country,Country where conference was located,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Conference_country,?,?,N,,Y,N,line,,,,,Country where conference was located,,N,,?,,,,,,,,?,?,?
3220,citations,Y,R,2,citations,40,Citation,_Citation.Conference_start_date,,,,,,Y,H,,B,,,N,,,,,,Conference start date,DATETIME year to day,,,,,N,N,,,,,,,,,N,1880,,,,,,0,1998-02-09',Date conference began,Date conference began,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Conference_start_date,?,?,N,,Y,N,yyyy-mm-dd,,,,,Date conference began,,N,,?,,,,,,,,?,?,?
3230,citations,Y,R,2,citations,40,Citation,_Citation.Conference_end_date,,,,,,Y,H,,B,,,N,,,,,,Conference end date,DATETIME year to day,,,,,N,N,,,,,,,,,N,1890,,,,,,0,1998-02-15',Date conference ended,Date conference ended,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Conference_end_date,?,?,N,,Y,N,yyyy-mm-dd,,,,,Date conference ended,,N,,?,,,,,,,,?,?,?
3240,citations,Y,R,2,citations,40,Citation,_Citation.Conference_abstract_number,,,,,,Y,H,,B,,,N,,,,,,Conference abstract number,VARCHAR(127),,,,,N,N,,,,,,,,,N,1900,,,,,,0,125,Abstract number,Code assigned to the conference abstract,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,M,,,,,?,1,Citation,Conference_abstract_number,?,?,N,,Y,N,line,,,,,Code assigned to the conference abstract,,N,,?,,,,,,,,?,?,?
3250,citations,Y,R,2,citations,40,Citation,_Citation.Thesis_institution,,,,,,Y,H,,B,,,N,,,,,,Thesis institution,VARCHAR(127),,,,,N,N,,,,,,,,,N,1910,,,,,,0,Purdue University,Thesis granting institution,Academic or research institution that granted the degree awarded for the thesis cited in the save frame.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Thesis_institution,?,?,N,,Y,N,line,,,,,Academic or research institution that granted the degree awarded for the thesis cited in the save frame.,,N,,?,,,,,,,,?,?,?
3260,citations,Y,R,2,citations,40,Citation,_Citation.Thesis_institution_city,,,,,,Y,H,,B,,,N,,,,,,Thesis institution city,VARCHAR(127),,,,,N,N,,,,,,,,,N,1920,,,,,,0,West Lafayette,Thesis institution city,City where the institution awarding the degree is located.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Thesis_institution_city,?,?,N,,Y,N,line,,,,,City where the institution awarding the degree is located.,,N,,?,,,,,,,,?,?,?
3270,citations,Y,R,2,citations,40,Citation,_Citation.Thesis_institution_country,,,,,,Y,H,,B,,,N,,,,,,Thesis institution country,VARCHAR(127),,,,,N,N,,,,,,,,,N,1930,,,,,,0,USA,Thesis institution country,Country where the institution awarding the degree is located.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,M,M,,,,,?,1,Citation,Thesis_institution_country,?,?,N,,Y,N,line,,,,,Country where the institution awarding the degree is located.,,N,,?,,,,,,,,?,?,?
3280,citations,Y,R,2,citations,40,Citation,_Citation.WWW_URL,,,,,,Y,H,,B,,,N,,,,,,WWW URL,TEXT,,,,,N,N,,,,,,,,,N,1940,,,,,,0,,WWW URL,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation,WWW_URL,?,?,N,,Y,N,text,,,,,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,,N,,?,,,,,,,,?,?,?
3290,citations,Y,R,2,citations,40,Citation,_Citation.Page_first,,,,,,Y,N,,B,,,N,,,,,,Page first,VARCHAR(15),,,,,N,N,,,,,,,,,N,1950,,,,,,0,123,Citation's first page number,First page of the published article.,11,3,Y,Y,N,N,N,,,,,O,M,,,,,O,M,,,,,?,1,Citation,Page_first,?,?,N,,Y,N,code,,,,,First page of the published article,,N,,?,,,,,,,,?,?,?
3300,citations,Y,R,2,citations,40,Citation,_Citation.Page_last,,,,,,Y,N,,B,,,N,,,,,,Page last,VARCHAR(15),,,,,N,N,,,,,,,,,N,1960,,,,,,0,145,Citation's last page number,Last page of the published article.,12,3,Y,Y,N,N,N,,,,,O,M,,,,,O,M,,,,,?,1,Citation,Page_last,?,?,N,,Y,N,code,,,,,Last page of the published article,,N,,?,,,,,,,,?,?,?
3310,citations,Y,R,2,citations,40,Citation,_Citation.Year,,Year,C,,,Y,N,,B,,,N,,,,,,Year,VARCHAR(15),,,,,N,N,,,,,,,,,N,1970,,,,,,0,2003,Year published,Calendar year when the article was published.,13,3,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,1,Citation,Year,?,?,N,,Y,N,code,,,,,Calendar year when the article was published.,,N,,?,,,,,,,,?,?,?
3320,citations,Y,R,2,citations,40,Citation,_Citation.Details,,,,,,Y,H,,B,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,1980,,,,,,0,The first and second authors contributed equally to this publication.,Details about the citation,Additional information relevant to the data in the current save frame or to a specific data item is entered as a value to this tag.  The information entered must supplement information already present.  Whenever possible data should associated with specif,10002,3,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,Citation,Details,?,?,N,,Y,N,text,,,,,Additional information relevant to the data in the current save frame or to a specific data item is entered as a value to this tag.  The information entered must supplement information already present.  Whenever possible data should associated with specif,,N,,?,,,,,,,,?,?,?
3330,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Ordinal,,,,,,Y,Y,,B,,,N,,,,,,Ordinal,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,5,,,,,6,1,Author order,Enter a number that defines the position of the author's name in the list of authors.,19,7,Y,Y,N,N,N,,,,,V,V,,,,R,V,V,,,,,?,1,Citation_author,Ordinal,Y,?,N,,Y,N,int,,,,,Integer value defining the position of the author's name in the list of authors.,,N,,?,,,,,,,,?,?,?
3340,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Given_name,,Given name,C,,,Y,Y,,B,,,N,,,,,,Given name,VARCHAR(31),,,,,N,N,,,,,,,,,Y,20,5,2,,,,0,John,Author's first name,The name given to the author at birth or currently used by the author for publication purposes.  Can be an initial if the author uses a second name as a full name when publishing.,18,15,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,1,Citation_author,Given_name,?,?,N,,Y,N,line,,,,,The name given the author at birth or currently used by the author for publication purposes.  Can be an initial if the author uses a second name as a full name when publishing.,,N,,?,,,,,,,,?,?,?
3350,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Family_name,,Family name,C,,,Y,Y,,B,,,N,,,,,,Family name,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,Y,30,5,1,,,,0,Doe,Author's last name,The family name of the author.,18,15,Y,Y,N,N,N,,,,,M,M,,,,,M,M,,,,,?,1,Citation_author,Family_name,?,?,N,,Y,N,line,,,,,The family name of the author.,,N,,?,,,,,,,,?,?,?
3360,citations,Y,T6,2,citations,40,Citation author,_Citation_author.First_initial,,Initial of given name,C,,,Y,H,,B,,,N,,,,,,First initial,VARCHAR(15),,,,,N,N,,,,,,,,,Y,40,5,3,,,,0,J.,Author's first name initial,Initial of the author's first name.,18,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_author,First_initial,?,?,N,,Y,N,code,,,,,Initial of the author's first name.,,N,,?,,,,,,,,?,?,?
3370,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Middle_initials,,Middle initials,C,,,Y,N,,B,,,N,,,,,,Middle initials,VARCHAR(15),,,,,N,N,,,,,,,,,Y,50,5,4,,,,0,L.R.,Author's middle initials,The initials for the author's middle names.  A name can be used here$ if the author uses a middle name for publications.,18,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_author,Middle_initials,?,?,N,,Y,N,code,,,,,The initials for the author's middle names.  A name can be used here$ if the author uses a middle name for publications.,,N,,?,,,,,,,,?,?,?
3380,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Family_title,,,,,,Y,N,,B,,,Y,N,,,,,Family title,VARCHAR(15),,,,,N,N,,,,,,,,,Y,60,5,5,,,,0,Jr.,Author's family title (not a professional title),A common family title (not a professional title).,18,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_author,Family_title,?,?,N,,Y,N,code,,,,,A common family title (not a professional title).,,N,,?,,,,,,,,?,?,?
3390,citations,Y,T6,2,citations,40,Citation author,_Citation_author.ORCID,,,,,,Y,H,,B,,,N,,,,,,ORCID,VARCHAR(127),,,,,N,N,,,,,,,,,Y,70,5,6,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_author,ORCID,?,?,N,,Y,N,line,,,,,Unique personal identifier for researchers(Open Researcher and Contributor ID) used to link a researcher to their publications and grants.,,N,,?,,,,,,,,?,?,?
3400,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Citation,Sf_ID,,,,Y,80,5,,,,,4,?,n/a,Pointer to '_Citation.Sf_ID',?,7,Y,Y,N,N,N,,,,_Citation.Sf_ID,I,I,,,,,I,I,,,,,?,0,Citation_author,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Citation.Sf_ID',,N,,?,,,,,,,,?,?,?
3410,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Entry_ID,,Entry ID,C,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Citation,Entry_ID,,,,Y,90,5,,,,,3,?,n/a,Pointer to '_Entry.ID',?,7,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Citation_author,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
3420,citations,Y,T6,2,citations,40,Citation author,_Citation_author.Citation_ID,,,,,,Y,H,,B,,,N,,,,,,Citation ID,INTEGER,NOT NULL,,,,N,N,,Y,,Citation,ID,,,,Y,100,5,,,,,5,?,n/a,Pointer to '_Citation.ID',96,7,Y,Y,N,N,N,,,,_Citation.ID,V,V,,,,,V,V,,,,,?,0,Citation_author,Citation_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Citation.ID',,N,,Y,,,,,,,,?,?,?
3430,citations,Y,T6,2,citations,40,Citation keyword,_Citation_keyword.Keyword,,Keyword,C,,,Y,N,,B,,,N,,,,,,Keyword,VARCHAR(127),NOT NULL,,,,N,N,,Y,,,,,,,Y,10,5,,,,,0,NMR,Citation keywords,A single word or very brief phrase that characterizes the citation.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_keyword,Keyword,Y,?,N,,Y,N,line,,,,,A single word or very brief phrase that characterizes the citation.,,N,,?,,,,,,,,?,?,?
3440,citations,Y,T6,2,citations,40,Citation keyword,_Citation_keyword.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Citation,Sf_ID,,,,Y,20,5,,,,,4,?,n/a,Pointer to '_Citation.Sf_ID',?,?,Y,Y,N,N,N,,,,_Citation.Sf_ID,I,I,,,,,I,I,,,,,?,0,Citation_keyword,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Citation.Sf_ID',,N,,?,,,,,,,,?,?,?
3450,citations,Y,T6,2,citations,40,Citation keyword,_Citation_keyword.Entry_ID,,Entry ID,C,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Citation,Entry_ID,,,,Y,30,5,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,Citation_keyword,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
3460,citations,Y,T6,2,citations,40,Citation keyword,_Citation_keyword.Citation_ID,,,,,,Y,H,,B,,,N,,,,,,Citation ID,INTEGER,NOT NULL,,,,N,N,,Y,,Citation,ID,,,,Y,40,5,,,,,5,?,n/a,Pointer to '_Citation.ID',?,?,Y,Y,N,N,N,,,,_Citation.ID,O,O,,,,,O,O,,,,,?,0,Citation_keyword,Citation_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Citation.ID',,N,,Y,,,,,,,,?,?,?
3470,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Ordinal,,,,,,Y,H,,B,,,N,,,,,,Ordinal,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,2,,,,,6,1,Editor's position in the list of editors,Integer value defining the position of the editor's name in the list of editors.,10005,5,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_editor,Ordinal,Y,?,N,,Y,N,int,,,,,Integer value defining the position of the editor's name in the list of editors.,,N,,?,,,,,,,,?,?,?
3480,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Given_name,,,,,,Y,H,,B,,,N,,,,,,Given name,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,Y,20,2,,,,,0,John,Editor's first name,The name given the editor at birth or currently used by the editor for publication purposes.  Can be an initial if the editor uses a second name as a full name when publishing.,10004,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_editor,Given_name,?,?,N,,Y,N,line,,,,,The name given the editor at birth or currently used by the editor for publication purposes.  Can be an initial if the editor uses a second name as a full name when publishing.,,N,,?,,,,,,,,?,?,?
3490,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Family_name,,,,,,Y,H,,B,,,N,,,,,,Family name,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,Y,30,2,,,,,0,Doe,Editor's last name,The family name of the editor.,10004,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_editor,Family_name,?,?,N,,Y,N,line,,,,,The family name of the editor.,,N,,?,,,,,,,,?,?,?
3500,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.First_initial,,,,,,Y,H,,B,,,N,,,,,,First initial,VARCHAR(15),,,,,N,N,,,,,,,,,Y,40,2,,,,,0,T.,Editor's first initial,The editor's initial for their first name.,10004,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_editor,First_initial,?,?,N,,Y,N,line,,,,,The editor's initial for their first name.,,N,,?,,,,,,,,?,?,?
3510,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Middle_initials,,,,,,Y,H,,B,,,N,,,,,,Middle initials,VARCHAR(15),,,,,N,N,,,,,,,,,Y,50,2,,,,,0,G.,Editor's middle initials,The initials for the editor's middle names.  A name can be used here$ if the editor uses a middle name for publications.,10004,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_editor,Middle_initials,?,?,N,,Y,N,line,,,,,The initials for the editor's middle names.  A name can be used here$ if the editor uses a middle name for publications.,,N,,?,,,,,,,,?,?,?
3520,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Family_title,,,,,,Y,H,,B,,,Y,N,,,,,Family title,VARCHAR(15),,,,,N,N,,,,,,,,,Y,60,2,,,,,0,II,Editor's family title,A common family title (not a professional title).,10004,15,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Citation_editor,Family_title,?,?,N,,Y,N,line,,,,,A common family title (not a professional title).,,N,,?,,,,,,,,?,?,?
3530,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Citation,Sf_ID,,,,Y,70,2,,,,,4,?,n/a,Pointer to '_Citation.Sf_ID',,7,Y,Y,N,N,N,,,,_Citation.Sf_ID,I,I,,,,,I,I,,,,,?,0,Citation_editor,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Citation.Sf_ID',,N,,?,,,,,,,,?,?,?
3540,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Citation,Entry_ID,,,,Y,80,2,,,,,3,?,n/a,Pointer to '_Entry.ID',,7,Y,Y,N,N,N,,,,_Entry.ID,O,I,,,,,I,I,,,,,?,0,Citation_editor,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
3550,citations,Y,T6,2,citations,40,Citation editor,_Citation_editor.Citation_ID,,,,,,Y,H,,B,,,N,,,,,,Citation ID,INTEGER,NOT NULL,,,,N,N,,Y,,Citation,ID,,,,Y,90,2,,,,,5,?,n/a,Pointer to '_Citation.ID',10003,7,Y,Y,N,N,N,,,,_Citation.ID,O,O,,,,,O,O,,,,,?,0,Citation_editor,Citation_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Citation.ID',,N,,Y,,,,,,,,?,?,?
3560,references,Y,R,2,citations,42,Reference list,_Reference_list.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,1990,,,,,,1,,Sf category,Category assigned to the information in the save frame.,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,Reference_list,Sf_category,?,?,N,,Y,N,code,,,,,A category designation assigned to the save frame on the basis of the information content.,,N,,?,,,,,,,,?,?,?
3570,references,Y,R,2,citations,42,Reference list,_Reference_list.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,2000,,,,,,1,,Reference label,A label that uniquely identifies the reference save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Reference_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A descriptive label for the save frame.,,N,,?,,,,,,,,?,?,?
3580,references,Y,R,2,citations,42,Reference list,_Reference_list.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,2010,,,,,,1,,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Reference_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
3590,references,Y,R,2,citations,42,Reference list,_Reference_list.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,2020,,,,,,1,,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Reference_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
3600,references,Y,R,2,citations,42,Reference list,_Reference_list.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,2030,,,,,,1,,n/a,A code that uniquely identifies the save frame from other save frames of this category.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Reference_list,ID,Y,?,N,,Y,N,int,,,,,A code that uniquely identifies the save frame from other save frames of this category.,,N,,Y,,,,,,,,?,?,?
3610,references,Y,T6,2,citations,42,Reference,_Reference.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,Y,10,,,,,,1,,n/a,A unique identifier for the reference.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Reference,ID,Y,?,N,,Y,N,int,,,,,A unique identifier for the reference.,,N,,?,,,,,,,,?,?,?
3620,references,Y,T6,2,citations,42,Reference,_Reference.Class,,,,,,Y,H,,B,,,Y,Y,,,,,Class,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,Y,20,,,,,,1,,n/a,The class assigned to the reference.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Class,?,?,N,,Y,N,line,,,,,The class assigned to the reference.,,N,,?,,,,,,,,?,?,?
3630,references,Y,T6,2,citations,42,Reference,_Reference.Full_reference,,,,,,Y,H,,B,,,N,,,,,,Full reference,TEXT,NOT NULL,,,,N,N,,,,,,,,,Y,30,,,,,,1,,Complete reference,Enter a full reference in a format similar to that used in a journal article by either cutting and pasting from another document or by typing. Please include author names$ title$ journal$ page numbers$ and year or equivalent information for the type of pu,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Full_reference,?,?,N,,Y,N,text,,,,,Full publication citation including authors title journal page numbers year or equivalent information for the type of publication given.,,N,,?,,,,,,,,?,?,?
3640,references,Y,T6,2,citations,42,Reference,_Reference.Authors,,,,,,Y,H,,B,,,N,,,,,,Authors,TEXT,,,,,N,N,,,,,,,,,Y,40,,,,,,1,,n/a,Text listing of the authors of the cited reference.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Authors,?,?,N,,Y,N,text,,,,,Text listing of the authors of the cited reference.,,N,,?,,,,,,,,?,?,?
3650,references,Y,T6,2,citations,42,Reference,_Reference.Title,,,,,,Y,H,,B,,,N,,,,,,Title,TEXT,,,,,N,N,,,,,,,,,Y,50,,,,,,1,,Reference title,Title for the publication.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Title,?,?,N,,Y,N,text,,,,,Title for the publication.,,N,,?,,,,,,,,?,?,?
3660,references,Y,T6,2,citations,42,Reference,_Reference.Journal_name_full,,,,,,Y,H,,B,,,N,,,,,,Journal name full,VARCHAR(127),,,,,N,N,,,,,,,,,Y,60,,,,,,1,Journal of Biomolecular NMR,Journal name full,Full name used by the journal.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Journal_name_full,?,?,N,,Y,N,line,,,,,Full name used by the journal.,,N,,?,,,,,,,,?,?,?
3670,references,Y,T6,2,citations,42,Reference,_Reference.Year,,,,,,Y,H,,B,,,N,,,,,,Year,VARCHAR(15),,,,,N,N,,,,,,,,,Y,70,,,,,,1,2017,Year published,Calendar year when the article was published.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Year,?,?,N,,Y,N,line,,,,,Calendar year when the article was published.,,N,,?,,,,,,,,?,?,?
3680,references,Y,T6,2,citations,42,Reference,_Reference.Journal_volume,,,,,,Y,H,,B,,,N,,,,,,Journal volume,VARCHAR(15),,,,,N,N,,,,,,,,,Y,80,,,,,,1,25,Journal volume,Volume designation used by the journal.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Journal_volume,?,?,N,,Y,N,code,,,,,Volume designation used by the journal.,,N,,?,,,,,,,,?,?,?
3690,references,Y,T6,2,citations,42,Reference,_Reference.Journal_issue,,,,,,Y,H,,B,,,N,,,,,,Journal issue,VARCHAR(15),,,,,N,N,,,,,,,,,Y,90,,,,,,1,14,n/a,Issue designation used by the journal.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,Journal_issue,?,?,N,,Y,N,code,,,,,Issue designation used by the journal.,,N,,?,,,,,,,,?,?,?
3700,references,Y,T6,2,citations,42,Reference,_Reference.DOI,,,,,,Y,H,,B,,,N,,,,,,DOI,VARCHAR(127),,,,,N,N,,,,,,,,,Y,100,,,,,,1,,Digital object identifier for the reference,The digital object identifier assigned to the reference.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,DOI,?,?,N,,Y,N,line,,,,,The digital object identifier assigned to the reference.,,N,,?,,,,,,,,?,?,?
3710,references,Y,T6,2,citations,42,Reference,_Reference.WWW_URL,,,,,,Y,H,,B,,,N,,,,,,WWW URL,TEXT,,,,,N,N,,,,,,,,,Y,110,,,,,,1,,n/a,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,WWW_URL,?,?,N,,Y,N,text,,,,,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,,N,,?,,,,,,,,?,?,?
3720,references,Y,T6,2,citations,42,Reference,_Reference.PubMed_ID,,,,,,Y,H,,B,,,N,,,,,,PubMed ID,CHAR(12),,,,,N,N,,,,,,,,,Y,120,,,,,,1,,<a href='http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed' TARGET='_blank'>PubMed ID</a>,The identification code assigned to the publication by PubMed.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Reference,PubMed_ID,?,?,N,,Y,N,code,,,,,The identification code assigned to the publication by PubMed.,,N,,?,,,,,,,,?,?,?
